Sentence,Label
layan buruk order tanggal juli sampe barang konfirmasi via email bayar terima barang kirim telepon cs susah hubung email respon vipplaza keluh kecewa layan online shop kelas vipplaza lihat such a trusted company mending trusted online shop edar ig twitter cepat layan sih,negative
jamin fast respons barang cpt jamin maju bukalapak langgan trus nih gue,positive
beli tas bonita tanggal oktober konfirmasi form online tunggu kabar email cs nya reply fiendy indah barang tunggu barang minggu sabtu november email kena status barang cs bobby ertanto barang kosong uang refund what the heck man barang kosong info status barang kasih tau barang kosong coba email biar edit uang refund rabu november total kerja kirim email adu plus marah publish review trustedcompany com coba online shop jera malas sih belanja servicenya ampun ampun parah koordinasi proses order gudang csnya belanja iya,negative
mantap percaya,positive
harga mahal dgn barang,negative
kali sy blanja blanja com belanja tanggal maret transfer bank sih neng transfer langsung konfirmasi otomatis sms email sy laku bayar yg nggak beres seller respon barang yg sy pesan soldout sy coba menguhubungi supporcenter sy refund dana sy supporcenter suruh sy klik aplikasi refund sy tunggu proses refund tuju seller seller merespon dana sy otomatis ehhh sdh dana sy jg sy belanja ecomerce belah direspon seller uang sy otomatis sy tinggal transfer rekening akun virtual sy jam uang sy sdh rekening mandiri sy sy kecewa dgn blanja com proses yg ribet tele,negative
shoping man,positive
sumpah yah gue blanja tgl okt gue beli sandal cortica cma ya allah gue bekas vip plaza jkt atur sampe dlm wkt minggu gue sampe chat cs barang diblang terima mauf ngaku sodara gue gak kenal dasar staff lelaki muka memek perempuan muka kontol udh caci maki jg ya doain aja moga anak cucu mati enas makan tuh duit tipu gue moga aminina kalo anak cucu perempuan mati keji kalo anak laki mati sodomi kalo gak waria super kesel ingetlah yg kau tanam kau tua vip plaza tai kucing,negative
alam beli barang zalora co id giur voucher gratis ongkos kirim laku order via web penuh bayar confirm payment tanggal juni lokasi kota medan re masuk kota kirim jakartamedan makan max kerja tanggal juni email zalora nyata order kirim kurir f rst l gistic nomor resi tracking barang gelisah barang order kisar ribu rupiah mahal coba tracking via web f rst l gistic nomor resi tracking daftar alias salah hasil customer service f rst l gistic via telefon bolak hubung cs zalora kurir tsb hasil muas tanggal juni nomor tracking orang cs f rst l gistic via email tulis tanggal juni jam pagi barang simpul alam beli barang zalora makan minggu jarak jakartamedan salah zalora jasa kurir f rst l gistic erti tau confirm payment tanggal juni juni jam terima order,negative
belanja lazada tanggal pesan suplier beda barang beli cath kidston leather trim tote rainbow rose small bag chelsea single sprei polos foldable pop up washing clothes laundry basket bag bin hamper mesh storage terima cath kidston leather trim tote rainbow rose small bag nyata palsu web tulis jamin asli tarik beli cath kidston diskon harga ribu ribu palsu alias kw tas tulis harga ribu harga asli packingnya rapi,negative
pikir yg laen,negative
wow butuh belanja tinggal search sj pc laptopp gadget pesan daa pesan cepat hemat tenaga,positive
lazada batal beli salah dri lazada bayar laku etis barang yg bayar tarik iming voucher maaf via email uang yg transfer lazada voucher dana voucher yg nama proteksi langgan salah dri lazada jual lazada profesional bukti,negative
good,positive
model warna variasi lengkap respon keluh beli lambat,positive
bayar ibanking bni,positive
beli lazada kali puas eh cod barang barang cacat fungsi retur ganti barang barang ya barang rusak catat qa nyata barang fungsi komplain lazada qa barang anggap loh alat pijat pijat pipa udara patah bilang fungsi tipu alam cod hati resiko tang beli,negative
tgl sy order jam sore sampe skrg nov jam sore sampe pdhl lokasi sy msh jakarta aduh ngapain coba gtu jarak deket aja bgt private info removed silah cek sy order gadget kl d logistik brg ga rusak jd rusak smpe rusak gimana batalin dlm bentuk voucher gila kaliiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii bs sy tuntut kl kerja nya logika jarak kirim ditahan berhari lucuuuuuuuuuuuuu,negative
control admin situs sellernya kirim transfer beli sdh potong parah tdk customer service yg bs hubung kerja nomernya tdk info website luarbiasa buruk,negative
barang dagang percaya,positive
dana tahan tokped lampir bukti resi kirim potong tetep batu full foto no resi alamat terima sistem tokped lacak kirim biaya ongkir nya cs ngobrol robot,negative
biaya kartu kredit ya matur nuwun,negative
ragu laku transaksi tiket com online coba nyata tiket com layan yg mudah handpone sy mes tiket pesawat cepat thanks tiket com,positive
tanggal oktober pesan barang blibli upa lcd iphone nomor pesan private info removed tunggu tanggal oktober pesan d kirim status nya ambil kurir konfirmasi via email telfon jawabanya suruh tunggu sabar karane d konfirmasi merchant tanggal oktober nyata kembang informasi barang uang batal pesan d proses kerja jumat d proses kerja tunggu tanggal november hub telfon email jawabanya gak suruh sabar tulis blm dr blibli kecewa blibli kelas blibli masak kayak gni pelayananya mohon dr blibli selesai,negative
ane beli hardcase hp benq merk y m gambar starwar full hd warna hitampengiriman hongkong harga rb udah nunggu yg karet warna biru pingiran hp yg harga rb indonesia kecewa complain ngak tangap lazada ngak serius tolong lihat lazada yg jual,negative
more promo and others,positive
lgi promo ny,positive
the price commodity and service very satisfaction,positive
brasa dapet kado barang terima cepat trus yg terima bagus dr poto brasa dapet kado thank you vip plaza,positive
transfer uang selisih jam kode transaksi kode unik dana masuk saldo konfirmasi customers service silah transaksi konfirmasi transaksi uang sisa masuk saldo hangus alam buruk,negative
beli dg harga ongkir free,positive
very complicated to upload advertising different stuff still blocked it says duplicate advertising the fact is only different capacity olx says that the advertising is duplicate weird,negative
lazada kampret barang palsu masuk dagang kapret,negative
rabu september laku transaksi lazada karwna promo gratis ongkos kirim kg nomor pesan diversifikasi lazada info email barang kirim tunggu tunggu lazada info email pesan batal sabar laku pesan nomor pesan antisipasi batal ulang email lazada support barang kirim pesan batal alas kurir hubung hubung tanggap lazada ya cuek gitu tunggu nyata email yg pesan batal lazada sedih lazada retail indonesia segitu layan mu gkin karwna langgan sesuai dwngan gembar gembor iklan media gencar transaksi olshop kendala lazada bikin sakit kepala belanja ribet ribet percaya lazada,negative
it is a great online shopping in asia keep solid and success mataharimall,positive
bukalapak hadir fiturfitur bukalapak ecommerce lengkap penuh butuh langgan nyaman belanja online,positive
great service excellent,positive
laku bayar atm laku konfirmasi bayar pesan mode tunggu bayar bayar sesuai harga barang bukti transaksi blibli com situs tipu,negative
fitur nego nego kalo bayar bagus ketat lapak upload foto asli unyuk meminimalisir tipu barang,positive
kecewa layan produk blibli com laku beli iphone black gb nomor pesan kecewa barang pesan ketang estimasi kirim produk terima rusak hidup kecewa usaha niaga tunggu produk rusak,negative
ribet banget sy beli tas rajut bal pikir kaya buka lapak konformasi sy tunggu gak nongol tuh barang pas masuk account pake otp password email sy lupa kayak gara otp uang sy hilang,negative
murah pilih,positive
bijak reseller klo kadang kadang pas jatuh tempo kirim barang yg sen nyampe tuju,positive
betty nov dear indra gustana terima kasih belanja lazada co id hubung indra kena status dana nomor pesan informasi status dana proses finance estimasi dana kerja mohon sedia tunggu harap dana langsung cepat terima dana tulis peser uang kerja besok sabtu maaf maaf maaf paraaaaah,negative
the company makes shopping easier,positive
lapak disurvey kena harga harga diposting masuk akal harga harga,negative
bayar bukalapak bayar xltunai,positive
belanja bukalapak bantu mudah beli,positive
beli sepatu crocs barang tetlihat palsu ukur kaki kanan n kiri smp berbulan onggok pakai kapok belanja,negative
very good service quick response good responsibility when i have complained about product and good quality control about the products in their store very recommended,positive
tindaklanjut produk retur nomor order private info removed produk order jacq magic mop blue spin mop label nomor resi private info removed tindaklanjut produk retur nomor order private info removed produk order jacq magic mop blue spin mop label nomor resi private info removed,negative
belanja online hubung langsung lapak jual memusahkan barang harga sesuai,positive
unggul blibli com kemas free subsidi ongkir sbenarnya comparative advantage blibli com yg plg dsuka customer pulau hrs nya manajemen sadar bhw prubahn thdp kbijaknnya prlu dprtimbangkn risiko sbaiknya strategi yg kualitas layan cs marketplace responsif simpati harga normal mahal banding marketplace kecuali pakai promo bank evoucher buka menu d website blibli com lola loading fitur filter search nya msh lengkap yg apps android proses kirim smp dtrima lbh dbanding yg msh dmaklumi krn ongkir gratis kemas bnr dipacking dg rapih harap diskon promo bank sperti mataharimall com evoucher jaga setia tarik customer krj u sedia evoucher pnanganan mslh retur mmuaskn ga beda dg yg marketplace klo page form trsendiri yg dpt akses customer u monitoring report mslh retur klaim alam belanja puas blibli com beli motor honda vario juta smentara pasar hmpir juta hrg nya sdh beneran net ga da biaya lg sperti materai ongkir dll cicil dp bunga proses simple data via email dkonfirm ulang by phone motor lgsg dkirim k rumah dr honda center nya dlm kondisi transaksi tsb dkasih poin u blanja eh ga dkasih evoucher jg,positive
barang matahari mall com murah delivery barang pesan cepat,positive
kirim bgt,negative
transaksi private info removed selesai solusi forum diskusi tutup detik barang ganti barang retur jual janji jamin uang kecewa tingkat maksimum,negative
sizenya kirim size ni barang tukar,negative
aplikasi bagus metode bayar mudah transfer via bank fiturnya trusted seller,positive
maju atahari mall jd online shop yg no,positive
customer servicenya responsif mendisconnected cakap profesional barang transfer pagi terima jual kirim ekspress besok status barang proses kirim h barang,negative
mahal biaya tiket banding situs rusa terbang,negative
senang belanja bukalapak,positive
laku beli printer pantum cartridge nya total juta rupiah nomor pesan private info removed tanggal desember pikir pesan online shopping lazada com promo undi jepang pilih order blibli com barang tanggal january kirim email cs blibli kirim tanggal january pikir kirim barang hasil tanggal january status proses nomor resi cs by phone by email jawabanya merchant online shop batas merchant kirim bukalapak com tokopedia com blibli com tekan merchant kirim barang cepat tanggal january paksa beli product jenis toko offline kali pesan blibli com niat hati ken cepet praktis ribet uang,negative
beli sony experia z tgl des status tgl des tunggu ambil kurir jual nya jakarta tgl des barang tunggu ambil kurir nya harap barang des kado natal rencana gagal total gara blibli toko jual hp jakarta barang pick up tgl des tgl des barang pick up kurir sungguh blibli com,negative
great,positive
mesan laku tgl nov lampir estimasi terima barang tgl nov tgl des sistem kirim lazada rating rendah cepat,negative
onlineshop manajemen indonesia,positive
cari baraang aja dr korek kuping sambel pecel buka lapak,positive
beli casa xiaomi terima produk baretbaret kecewa tulis ulas produk cacat blibli langsung merespon tawar retur tolak salah merchant blibli blibli mantap tipu percaya pokok the best e commerce,positive
barang sesuai pesan bayar mudah aman,positive
belanja aja bukalapak jos pkok e,positive
beli barang tgl maret tgl april status tunggu ambil kurir parah belanja online no resi mah boro pick up nanya customer care cek ga butuh cek butuh kirim tolong management blibli com kerja kecewa customer beli pake daun keluh direspon tutup usia blibli customer kecewa berita blibli com pegang situs berita administrator kirim kecewa lihat kecewa ubah andai belanja baca review ga belanja blibli com tolong kerja iklan tv kecewa blibli com salah langgar uu ite no pesan private info removed complaint tolong urus pesan cepat pesan sesuai spesifikasi katalog produk terima kasih,negative
pesan alcatel flash promo lazada banner tulis support by bni pas habis bayar cicil promo yah tulis support by bni langsung telepon customer service lazada telepon mati csnya kali telepon cs suruh tunggu buah asil kecewa lazada layan muas,negative
laku bayar tokopedia mesan barang transfer uang rekening an pt tokopedia bank bri mandiri no rekening tokopedia kenal cek kali kali no rekening kenal tokopedia no rekening d bri mandiri kenal,negative
bayar tgl des estimasi tgl produk yg beli iphone s gold gn mo pesan private info removed batal tolong dana tunggu berhari rugi tunggu barang eh rugi tunggu uang thq,negative
beli baju vip plaza merknya familiar milik gerai mall kualitas produk beli online cacat produksi jujur aja beli vip plaza klo zalora barang bagus berrybenka servicenya oke banget lazada lengkap free ongkir percaya tokopedia murahhh tau nih vip plaza ga beli moga cman yg alami pikir konsep selected high quality product at discounted price nyata gak,negative
was klo belanja online tp coba belanja bukalapak was dh hilang jamin uang puas deh belanja bukalapak sekian terima kasih wassallam,positive
yth direktur utama lazada kain refund dana pesan pagi telpon halo bca nomor telepon cerita batal pesan lazada metode bayar bca klik pay sumber rekening debit halo bca cs nama mas nyata status bayar bca klik pay hasil dana masuk rekening lazada transfer uang refund pesan rekening private info removed bca nama septo isdi saputro dana masuk rekening lazada kalo masuk lapor polisi besok pagi lazada tipu proses dana tunggu bijak bank bca bca dana masuk rekening lazada lazada duga usaha gelap ambil dana terimakasih regards septo isdi saputro,negative
gampang mudah transaksi cepat proses kirim barang,positive
kir rapih bebas biaya kirim cs chat cepat respon,positive
wonderful,positive
pdf buka unduh smartphone,negative
ane belanja lazada lali cod ga gelisah ga galau kalo barang ane ga cod mending ane cari alhamdulillah responsif aman aja produk ane beli negeri sen ane smp cm dlm minggu cod ane pikir cod belakangin sm lazada nyata ane salah cepetin estimasi kirim thanks to lazada,positive
minus buka lapak sesuai butuh mayoritas lapak fast respon ramah cust service jamin uang barang kirim aman pokok buka lapak online shop favorit,positive
thank you blibli belanja blibli kirim bagus lumayan cepaat layan bagus aware customer sukses tingkat layan ya,positive
yg jual obat herbal palsu,negative
sistem bayar mudah aman musti selektif pintar pilih toko pintar pilih toko percaya aman aja,positive
alam rupa pesan nomor batal transfer tera alas voucher sesuai beli voucher maksimal kali harap moga uang kerja janji lazada usul lazada beli voucher kali si beli telanjur transfer uang,negative
top,positive
ok,positive
bukalapak sih bagus cula lapak nya kadang konfirmasi pesan,positive
suka belanja blibli layan service top khusus belanja online,positive
tanggal transaksi agustus no pesan private info removed transaksi batal blibli pemberitahuan email telepon customer servis blibli kecewa kes menang duli hak konsumen alas pesan batal penuh syarat laku blibli maksud pilih metode bayar cicil halaman mesan barang cantum syarat metode cicil customer servis blibli tau peduli merespon maaf ititikad cari jalan konsumen bijak dana cepat dana kerja butuh beli barang limit kartu kredit pakai pesan blibli sia hasil kompensasi blibli konsumen sungguh rugi alam belanja blibli moga blibli harga konsumen menang bela duli harga konsumen,negative
proses cepat aman mudah hak bukalapak,positive
alam belanja blibli com petama kali muas transfer tanggal maret jam wib sampe terima barang estimasi kirim barang sih sampe denganhari april tunggu minggu bwt dapatin barang kirim negri moga barang terima belanja online cepat kirim transfer esok barang terima,negative
orang dokter muda tugas salah rumah sakit magelang pulang jakarta beli tiket situs tiket com ringkas cepat mudah sederhana proses booking gak menit tinggal berangkat atm transfer uang bayar antri tunggu kanan kiri tinggal ketik situs pilih armada pesawat kereta isi form mesan transfer atm selesai terima kasih tiket com moga fitur bayar sms banking sedia bintang sisa fitur sms banking ikan bintang fitur tsb sedia,positive
teman tipu situs tindak olx tangan kasu verifikasi jual gampang layan verifikasi jual ketat olx silah search google tipu olx ribu terttipu situs nama tokobagus maaf tulis fakta,negative
respon cepat kirim cepat trimakasaih bukalapak,positive
hai lazada kecewa layan lazada suck beli id order beli batal pemberitahuan buyer saldo kartu kredit potong ulang kali contact bank refund saldo kartu kredit approval code merchant terima bank beli lazada approve code t approve code t approve code t approve code t salah code transaksi akun private info removed tolong respon ulang kali email private info removed private info removed livechat muas nampak bodoh profesional,negative
saran aja nih balikin aja olx biar penguna gampang erti keras kepala ikutin saran move on terima kasih olx co id,negative
harbolnas kali beli item barang sukses gagal blm dtg sampe skrg yg gagal nya wajan yg wajan tefal diskon gedean dr an jd an tp pas dtg nyata brg reject penyok tutup kaca ga presisi udah gitu barang kirim dg packing dus tipis dus asli tefal gagang nongol tdk bungkus yg adlh wajan fincook diskon dg tefal wajan jg dipacking asalan fus asli dr fincook terima gagang patah direturn tp form return nya ga muncul hubung cs tp jwbnya tdk solusi yg terima drpd habis energi refund ga nongol jg kaya alam temen yg wajan reparasi pakai ironis barang yg obat herbal botol dg jenis yg klik beli tulis stok sedia kirim lazada tp nyata brg proses dr terang order status barang kirim lazada pisah botol kirim a botol kirim b pdhl jenis barang sampe skrg msh on shipping trs kapok sdh belanja lazada mending toko ol yg spt tokopedia elevenia dll,negative
suka,positive
beli nicer dicer set alat potong spt sayur buah liat rewiewnya sih barang bgs pisau tajam tp pas coba pisau tdk tajam pas coba utk potong kentang salah plastik yg patah sy maaf sy jg tukar barang beli beli mixer merek miyako coba menit mesin panas asap sy curiga yg jual brg palsu kapok beli lazada,negative
percaya akurat,positive
nada toko online lazada tutup tutup proses hukum sdh konsumen rugi salah rugi transaksi lazada,negative
bukalapak bantu belanja cari corect search jd fokus,positive
tampil ubah rugi jual beli kalo gin olx bubar situs jual beli tunggu bangkrut,negative
tolong olx yg jngn yg the all new olx krena yg versi ribet pake gps lebay banget pake gps,negative
langgan lazada kesan uda buruk tunggu barang ga sampe nyata reject krna ga stok ga update biar orang ga mesen aja mancing orang kirim duid ujung nya refund tlp ngmong uda ga refund gw tlp disuru tunggu ga masuk refundnya makan duid orang ga gitu tutup aja lazada biar ga orang kena tipu,negative
lambat info customer bayar transfer info costomer jual system,negative
kali order blibli sih kirainnya cepat eh kisar kirim harian biarpun pesan gak mahal mahal sih optimal pesan yg susah banget kyaknya order blibli klo butuh cepat,negative
mudah gak ribet aplikasi cepat proses cepat oke segi harga saing tanggung refund urus tiket com nya,positive
mudah discount nya,positive
sayang buka lapak searching barang toko lapak tolong kalo tambahin fitur search barang toko terimakasih,positive
belanja produk kualitas harga jangkau layan kirim cepat bayar,positive
n a,positive
beli jual via tokopedia review saldo tokopedia barang terima konfirmasi beli tokopedia sulit dana masuk saldo jual bicara langsung cs susah angkat sibuk cs template dicopy paste ulang ulang solusi service bagus tokopedia operasi rugi solusi respond cepat,negative
refund tdk tokopedia k bank kait mohon cpt proses,negative
pesan barang tgl prediksi nympe tgl nyata nympe nyaaa yahhh hmpir ya lazada com super tipu batal nyata gak batalin dng alesan barng sudh dlm perjlanan seller slm kota huh kapok lazada,negative
salah org yg blibli lsg kecewa laku transaksi mesan tgl agustus tgl september barang yg beli blm cust service tdk yg bs memberitahu nasib barang dmn barang sudh jwbnnya suruh tunggu tolong deh blibli ya nasib barang krna beli dgn cicilian gak lucu kalo udh bayar cicil barang aja blm terima tks blibli moga tdk,negative
kalok ngecantumkan alamat kemlagi timur rt rw kec kemlagi mojokerto kalok salah rubah takut barang nggak nyampek rumah,positive
mending niat belanja online lazada urung niat sayang uang giur harga produk murah,negative
pesan blibli nomor pesan private info removed kirim tampil ga skrg klo tau proses ambil kurir kirim csnya nyata minggu ambil kurir pdhl yg kirim sedia blibli brp kali order blibli kirim lelet klo brg sedia blibli ga wajar klo minggu ambil kurir tolong proses order thx,negative
mataharimall com the best company,positive
gampang beli milih yg yg disimpen sembelum beli saran tambahin donk biar sen tijet kereta api biar b langsung bayar indomart ato alafmart milih kursi,positive
tdk rating bintang lazada inonesia is the worst online shopping i have ever tried promo yg d frontpage lazada real place order credit card debet lazada haribkemudian notice barang tdk dr lazada dana pakai utknpembelian brg d refund how the inappropriate content removed deduct amount cc customer barang tdk mesti mrk guarantee jarus check stock rekan langsung deduct dasar tolol pilih cancel refund dana minggu tanda tanda selesai janji cancel refund proses nyata set minggu check proses cancellatiin selesai dgn proses dana cc makan another days cicioan cc sdh debet total juta terima pemberitahuan dr lazada dana tsb cc olah olah sungkan dana masuk kas lazada tdk percaya untrusty onlineshop,negative
bukalapak pusat cari butuh hidup stylis kuliner model hidup ngga belanja ngga hidup,positive
batal transakai nya saldo uang hilang tangan toko hebat toko alas hubung sedng tangan i kait hubung yg pakai uang akun asing aneh binti ajaib sukses toko moga jaya mantap penuh tanggung uang hilang juta mantap,negative
layan nya muas,positive
belanja zalora layan responsif keluh cepat tanggap csnya brang yg jual kualitas yg min promo hahah,positive
the price is competitive the packaging and delivery is very good,positive
laku transaksi tgl maret transfer tgl maret verifikasi status transaksi terang bayar tp respon seller email support blanja com transaksi tunggu h bayar dgn transaksi tgl bayar tgl transaksi tunggu tgl wib lihat transaksi update kirim jual belanja online shop transfer pagi sore dpt resi kirim belanja blanja com sabar tunggu total utk verifikasi bayar transaksi aprove seller tunggu seller kirim kurir silah tunggu kurir rumah yah paket yes jne transaksi blanja com minggu verifikasi transaksi customer so silah belanja smart belanja santai betah tunggu komplain blanja com,negative
mesan cepat mudah siang malam ok terimakasih tiket com,positive
cepat kirim barang packing rapih barang sesuai display website sepatu nike old series nya beli,positive
mes tiket aa dgn rute sbylombok utk juli rombong org via traveloka bbrp hr stlh booking mndpt info dr traveloka bhwa rute tsb dicancel aa urus refund sesuai guidance traveloka pd tgl mei bbrp kali smpt progress refund msh tunggu dana aa info refund stlh terima dana tsb akhrnya senin kmrn jun telpon cs traveloka kontak aa stlh hubung aa transfer refund traveloka pd tgl jun jun hubung cs traveloka lg dijwb bhwa mreka msh tunggu dana aa wktu info kena dana refund yg transfer tgl jun csnya ubah alas prosedur refund wktu hr kerja tdk erti traveloka tdk refund janji customer kecewa hak tdk jg uang yg tdk utk bayar tiket ganti rute yg batal refund dr traveloka tdk terima,negative
excellent,positive
kalo banding alam keluh bukalapak handle keluh tokopedia super parah gimana marketplace trx gak call centre ngandelin faq handling complain alam keluh tokopedia cari tokopedia help center solusi tunggu x jam danasudah komplain via twittersudah tulis komplain via customer care kali x jam tanggap call center tokopedia yah komplain tokopedia,negative
layan bagus barang cepat aman krn transaksi dgn buka lapak jual jd kalo jual gak respon uang,positive
order slowcooker paket terima kondisi keramik masak pecah kirim email direspon order no private info removed,negative
belanja online aman nyaman bukalapak,positive
hope the claim from customer should be response immediately,positive
beli item blibli com tunggu cuman item tunggu minggu item nyata barang bayat,negative
rupa alam belanja online januari kemarin beli power bank situs belanja online bl ja seller dream c y proses powerbank kirim kecewa barang yg terima rusak kmdian sepakat seller kirim brg trsbt seller seller jg lgsg kirim brg yg stlh brg trsbt seller d terima seller tp seller tdk kirim brg yg stlh tunggu bbrp hri pin pd customer service sblmnya pernh coba email seller tp tdk prnh d balas untungny bntuan dr customer bla ja uang tp kecewa dgn seller yg tidk bertgg tdk prnh maaf ajar,negative
pesan blibli program promo cicil gratis kirim return klaim garansi bantu good luck blibli,positive
pesan tiket jogja jakarta kelas bisnis kasih duduk yg hadap udah gitu yg kursi hadap gerbong mikir yg milihin duduk haruss lihat nyaman cutomer lu dasar tololl,negative
suka kirim cepat aman muas banget,positive
jual gampang beli gampang senang,positive
beli alat olahraga diskon review barang kualitas bagus foto produk nyata main cina telusur nyata vendor barang tsb janggal ganti nama jual barang lazada nyaring vendor konsumen rugi rupa,negative
belanja praktis matahari mall online solusi dgn produk layan yg bravo,positive
belanja barang ditokopedia transfer rekening nyata rupiah tolong adik transfer rp bukti transfer uang cash adik upload ketokopedia order barang bayar rp atm saudara beda transfer ebanking bca mengupload bukti transfer tokopedia nyata masuk account tokopedia rek pakai belanja bukti transfer cs bukti transfer rekening adik saudara proses bukti transfer uang kecewa customer service tokopedia keluh minggu maaf ya belanja online internet akses tokopedia keluh langgan nya buang mungin memamg sengaja tanggal juli layan nonaktif uang,negative
beli spc s neo barang sih kirim buka pasang baterai coba hidup hp nyala aduh refund refund barang kirim blibli suruh tunggu tunggu no pesan no casemgmt,negative
bukalapak bantu lapor jual palsu status kirim minggu status selesai selasa dgn bajak akun bukalapak jual konfirmasi terima barang pk pagi lgsg lapor pk an memblockir bukalapak balas jam an dgn pemberitahuan dana cair ganti dana mending beli bukalapak,negative
if i want to buy expensive product or i wanna be sure to have a reliable source of goods i would recommend blibli com as this ecommerce provide security in buying a product also has the installment facilities where others don t the not so good about blibli com will be the assortment of the product is not much as compare as others but in overall its okay,positive
kirim produk kadang cepat kadang minggu pesan terima email customer carenya replynya,negative
bukalapak aman percaya ga ribet transaksi mudah pokok puas belanja ya d bukalapak,positive
pesan cctv tp link nc kirim tp link nc harga murah konyol,negative
laku bayar atm bca x telpon customer servicenya bekerjasama dg bca henti,negative
pesan speaker lazada pakai x barang udah rusak barang bekas fisik aja yg,negative
puas dgn service zalora co id merek yg tawar msh blm byk pilih tp udh byk banding fashion online,positive
good service,positive
mesan cepat tanggap,positive
great shopping site big range of item too bad now no longer have free deliveries,positive
bli vipplaza harga kaki tpi mall bintang gak repot n capek tgl liat pilih n nyampe gratis ongkir loh yg masuk servis terbaek,positive
mes buah powerbank lazada tgl barang kirim negeri estimasi kirim tanggal barang kunjung live chat nya nomor tracking barang kirim status sesuai kronologis barang maksimal lazada solusi barang kirim barang pos indonesia tgl informasi barang tsb ambil via live chat x barang tgl barang kirim beda pesan memsan powerbank warna silver kirim warna pink parah casing plastik powerbank retak pecah untung powerbanknya nyala alam online shopping buruk hidup kecewa,negative
gimana laku order barang pesan batal otomotis blibli com,negative
beli promo lumayan tarik brand tau bagus sih emang hemat beli dapet zonk proses tele dapet potong dana gak utuh voucher hangus terang size gak lengkap kembaliin bilang salah customer hahaah edan,negative
beli foglamp garnish karet fu avanza veloz lapak psd motor purwakarta barang cacad gk pass pasang hasil cetak beranta beli bohlam pake udah mokad barang gk jamin bagus beli kucing karung beli online feed backnya bagus bagus bukti review bintang lapak hapus barang ganti judul review bukalapak diliatin bagus bagus daonk,negative
puasssss layan respon cepat harga murah donk disko muehehe,positive
mohon limit bayar jam jam menit bayar atm kadang kadang aja internet nya lot antri atm nya atm kadang musti cari atm bayar menit musti kejar kejar mohon timbang best regards denny rasyid pt big daddy production komplek ruko ubud village kuta blok a jl hos cokroaminoto jalan raya ciledug tangerang phone private info removed private info removed,negative
coba aplikasi iphone android komputer aja susah oprasikan susah pasang iklan bangkrut aja nih olx gak setia tokobagus kesini gak so commercial gak,negative
people sell stuffs in this marketware tend to be more expensive bad customer service hard to get any response if any error occured,negative
beli lazada review teman lazada percaya barang rusak refund hati,negative
you should not retain my money too long how come you keep my money for tree months you try to cheat customers by doing so,negative
komplain traveloka tanggap kait dg error aplikasi,negative
bukalapak hormat beberapakali lihat iklan tv minat buka lapak sayang x transaksi yg laku beli batal tau nya salah masuk resi beli pos indonesia bingung kena nomer resi nya salah input karna stand by hp yg buka lapak konfirmasi nomer resi input salah cek sekian uang yabg masuk dompet status terima beli telphone bukalapak bikin kejut konfirmasi salah nomer resi tanggap uang beli bukalapak sar abar beli transfer uang nya bukalapak esok nya tlp angkat beli bilang transfer tunggu tunggu kunjung ubah telphone angkat beda saing erti salah masuk nomer resi saing pantau barang nya beli beli nyata konfirmasi terima barang uang masuk account salah manusiawi koq kapok dagang terima kasih,negative
beli tiket jalan percaya harga murah ya traveloka,positive
belanja online yg dgn produk yg muas the best kelas,positive
kali belanja lazada alam buruk pesan kirim s d informasi kirim kurir tgl tgl hubung chat hubung kait tunggu s d moga cepat barang tgl hubung chat hubung kait tunggu s d jumat tgl hubung telp layan konsumen ambang informasi kait hubung kait tgl layan langgan tanggung kirim lazada status agent informasi tindak keluh selesai cepat lazada laku koreksi posisi barang pesan,negative
tgl juni transaksi ditokopedia program thrbca cicil nominal dr disc rb jd sekian authorized cc smp sms code approval bca card selesai tp aneh status belanja msh chart tlp langsung bca masuk billing transaksi tokopedi nyata billing bca isi layan langgan mreka cek knp uda billing status blanjaan msh chart gak no inv dll juni jam siang no respon sampe twit tokopediacare sampe tlp cust care smp pulsa abis cm nunggu cust care hubung dgn langgan sd sy tulis juni jam siang blm respon tokopedia dah layanan langgan sy buka twit no comment lol super kecewa kali kaya gin sy belanja tokopedia sofar ok kali haha super worst kaya sbnrnya gak tim cs phone nya abis d tlp nunggu mulu online mall gede toped gak support services,negative
cari lokasi sulit oakai gps beli butuh wilayah no hp jual ngak muncul kalo via chat susah ngak balas,negative
kali beli produk lazada selang note book tanggal oktober beli jenis usb hub harga murah tarik bentuk bentuk kotak human bentuk orang kotak terima sesuai pesan usb hub bentuk orang kirim orang mati gencet alias kotak lurus bentuk orang tarik bentuk kirim bentuk kotak lurus bahan plastik kirim kirim klikmystore com usb hub combo human bentuk orang port putih kecewa ragu belanja lazada,negative
bantu nyari barang yg kalo bebas ongkir nih heeeeee,positive
buka lapak sgt bantu konsumen brg buka lapak profesional dlm klaim krn rupa lindung konsumen,negative
transaksi beli cepat kirim cepat tari dana cepat bisnis lancar bukalapak ok,positive
barang tawar bagus kualitas,positive
suka tiket com,positive
kali belanja puassss aplg klo promo pokok kereeenn muraaah gratis ongkos kirim lg,positive
kali beli barang blibli late delivery sayang toko online sameday delivery,negative
puas zalora telat zalora layan bantu lacak pesan tingkat layan,positive
barang kualitas bebas ongkir harga saing,positive
kemarin kali transaksi dgn blibli no transaksi private info removed kirim rpx priority package status tunggu ambil kurir baca review harap cemas jgn alami yg barang kirim batal mudahan barang selamat kena,negative
