Sentence,Label
very recommended site trusted tahan harga kompetitif tiap terbang pakai tiket com reservasi tiket harga murah,positive
bantu,positive
jualan kok ngotottt nggak laku toko nya bang,negative
aplikasi mudah transaksi negeri baik banyak promo orang tarik aplikasi ini,positive
gak pernah saya kasih bintang  ke toko manapun tapi untuk x ini saya kecewa barang saya yg minyak kayu putih gak di kirim semoga berkah ka walau cuma uang sgitu dan gak lagi belanja di toko yg gak amanah ini,negative
saya ken tau,negative
minta warna putih dikasih hijau seller banyak alasan babibu,negative
sulit akses  iklan laku gak hapus diobuka iklannuya aja gak  muncul no hp jual  sudah kembali aja ke versi lama sudah banyak yang senang kok baik jual maupun beli hidup versi lama,negative
it s fast and not confusing not like the other ticketing application great one thank you,positive
kalau mau jual barang pasang iklan lama tuju dan yg nanya jarang,negative
saya beli iphone  blibli com sih senang barang cepat datang saya tunggu pikir saya dari yg baca review lama pikir tanda baik begitu terima kemas rapi bubble wrap aman kemas begitu pakai temu janggal slot sim card anjlok susah utk d buka saya tolong counter tdk yg berani akhir d tekan itu pertama coba konek face time td bisa pikir saya asal konek apple store dekat  minggu tgl  juli besok pas minggu temu janggal lain hp tiba d charge kadang kadang bunyi bbm masuk jd cempreng soundya masalah charge pinjem teman malam isi form kembali siang follow up saya kecewa bom  minggu barang masalah saya tunggu proses retur barang baru moga harap tapi alam belanja blibli com,positive
pengiriman lama jam ok semoga awet,negative
barang tidak dibungkus bubble  sampai rumah pecah dech nanya sama penjual ktnya tidak bisa claim walaupun ada video unboxing  ga papa itung sedekah aja ke tokonya tapi kwalitas tripotnya bagus dan kokoh,negative
hatihati kalo beli barang di toko ini deskripsi penjual dan real barang datangnya harus jelas di lihat bacain aja tiap ada pembeli bintang  komentar di produknya respon penjual gimana chat penjual ga mencerminkan seseorang yang baik,negative
sudah langgan beli blibli banyak promo free delivery service sedia fasilitas cicil  kartu kredit bank bebas biaya administrasi utuh kalau segi harga blibli murah urus aman kualitas barang  blibli gelintir oknum merchant tanggung seringkali sebab pesan kendala selesai blibli sedia jasa layan ecommerce moga blibli sukses layan ecommerce no  indonesia,positive
sleeping bag nya not recomend tipis banget,negative
bold fast fun,positive
sangat cepat kirim  barang pesan sampai,positive
haven t a clue who they are,negative
atas minggu coba belanja butuh bukalapal com beli  buah telur plastik terang tulis warna merah  order barang terima buka kemas temu  telor plastik  warna merah  buah sisa warnawarni protes waktu jalan  sempat untk protes adalah bukalapak com isi review konsumen nama otomatis apa situ kecewa lapak yakin integritas lapak curang hormat bertanggungjawab alami ini terimakasihh,negative
great inovation superb,positive
beli barang  kali package inappropriate content removed barang cacat mo kembali prosedur berbelitx,negative
maaf saya kasih bintang  karena penilaian saya tergantung efektifitas produk yg saya beli ini gada efek sama sekali udh smpe hbis saya pakainya,negative
produk ada goresan ga rapi dan ada kotoran di pinggirannya kiriman cepat smpe,negative
sudah  belanja online channel coba ol shp kali super duper kecewa tanggal  september  order barang zalora nomer order  langsung bayar harap barang cepat tanggal email konfirmasi zalora kalo barang kirim tracking code  di email konfirmasi kirim jakarta butuh  hari sampai ke barang beli telpon zalora cs cs bantu cepat kirim kalo barang  konfirmasi bayar sudah kesel informasi belum it s oke mas sabar di ke telpon cs menayakan status kirim barang dr ol shop yg area jakarta kirim  hari cs kalo barang bal kota mana tinggal nomer telpon first logistic bal telpon nomer hubung hari  telpon first logistic jakarta kecewa muncul dasar jelas cs first logistic terima kirim barang zalora tracking code  huuufftt sabar hilang right after email konfirmasi first logistic langsung telpon zalora cs telpon laki nyak nomer order sebut nomer order hold telpon ecek status mesan tau dadak sambung putus makin murka buat saya telpon kali angkat cs perempuan telah kece bilang barang first logistic coba kalo telpon first logistic sana barang tracking code zalora tapi perempuan in ngeyel bilang barang first logistic over and over omg mar tahan saya refund detail refund request tutup telpon mas bicara seperti layan zalora peresaingan digital marketing,negative
beli  pcs yang satu normal tanpa kendala yang  lagi stuck house cartridge nya gak mau ke tengah step nya sama dengan yang normal ikutin manual,negative
lama belanja blibli com temu kendala arti kendala kurir kirim untuk respon layan blibli merchant nya muas respon cepat moga tahan tingkat lagi barang nya banyak lagi karena kadangkala lihat barang toko online lain blibli ada tapi luar itu overall mantab blibli com thanks,positive
jumlahnya tidak sesuai dgn promonya setelah sy terima  dibuka jumlahnya hanya  yg seharusnya,negative
order  item dri sedia produk beda daaannnn semua produk sampenya sama kualitas ok ga masalah kecceeehhh,positive
barang sudah sampai tujuan  hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu,negative
ini bukan kaos kaki tidak ada tumitnya sekali pakai langsung melar,negative
tipu khusus cod aja,negative
mending jual pasar aja sekarang ngk pake chatan segala,negative
yg direquest sama dikirim warnanya beda,negative
apa bukalapak kurang upload foto barang jika dicrop lapak tentu cropannya instagram,positive
saya membooking tiket promo kartu kredit citibank master disc rb beli kartu yg masuk kartu kredit citibank master masuk kode voucher nya hitung harga normal harus promo potong  ribu otomatis masuk kode voucher tapi alamai bayar harga normal menyadarai potong booking nya halaman iklan promo bookingan lagnsung via web ini kecewa seakan tunggu silap beli,negative
saya pesan ukuran xl tapi yang datang kuruan m ngak bisa pakai returnya gmn,negative
my opinion never give up,positive
sangat bantu mudah beli tiket kereta api,positive
pesan terima dgn baik packing aman pakai kayu respon cepat kirim cepat harga saing pokok muas terima kasih blibli,positive
easy cheap and fast eshopping,positive
alam belanja bukalapak senang,positive
good,positive
barang jam rantai samurai pesan  kerja rumah saya tangal iram info harap wajar mnunggu sesuai tanggal kirim dan masuk  barang rumah saya lihat kemas kardus bungkus segel plastik barang kirim sesuai beli kemas rapi dan percaya layan barang dititipin tetangga rumah karena kirim rumah kosong istrianaku libur so sederhana barang beli terimkasih lazada,positive
barang variatif,positive
pagi buka website arah halaman putar spin lazada hadiah barang contoh handphone iphone samsung jam tangan  orang menang saya lazada tipu,positive
asli layan olx dgn design sangat inappropriate content removed dari fitur design dan segala sistem search nya aneh easy use coba revisi biar kayak kemaren lagi gak canggih fitur aneh search pake maps radius km ane hahhh,negative
bukalapak ok produk agam promo lumayan promo voucher nya tingkat langgan rajin belanja,positive
i always shop here and were very satisfied with the service,positive
my order was not delivered and cancelled seller requested time extension to deliver my order with no reason long time unqualified seller,negative
saran aja nih balikin aja olx lama biar penguna gampang erti keras kepala ikutin saran anda move on awal sekarang terima kasih olx co id,negative
belanja mudah aman ribet,positive
sy jual bl  thn jual sy laris lancar tentu krn sy krn yg butuh barang tsb jika keluh problem admin bl jg fast response solusi yg efektif lanjutkaaaaan,positive
salah sizeminta xl dikirimnya s,negative
seller jelek ga recommended mending ga usah belanja disini,negative
saya kali belanja lazada receh samapi yg lumayan hampir pesan muas tapi kali pesan masalah lazada milik sistem kembali tukar barang baik,positive
good trust fast hope next have more discount and more voucher,positive
pernah belanja muslimarket com belanja tpi layan nya muas kirim nya cepat,positive
online shop tipu order barang tanggal  desember   desember  cs bantu layan buruk sangat profesional,negative
awal belanja lazada senang untuk order kali sekian yg kirim barang palsu alias abalabal kecewa apakah raup untung pelanggan lazada,negative
pertama kali belanja blibli com ragu maklum era teknologi tipu barang yg didisplay foto keren pas barang kere alias kualitas nol sempet nanya temen belanja blibli com berkat rekomendasi temen juga coba belanja blibli com promo voucher k minimum beli k diskon  pas bgt anak mpasi bandingkan harga booster seat pilih jatuh merk pliko dan murah packing kirim muas excellent sejak alih blibli com belanja bulan harga miring barang rumah repot rumah macet ria bayar kantong plastik bawa barang abrek parkir kalo blibli com gak pake bayar plastik kardus manfaat main anak saya latih kreatifitas tentu thanks blibli eits lupa blibli ngumpulin poin tukar voucher belanja mau tau cara cuzz buka blibli com,positive
untung agen travel online salah transfer nominal uang e tiket uang rekening mereka untung lipat iklan tv jual tiket untung sedikit kalau aman bilah tiket agen travel toko tempat gampang temu langsung,negative
gimana bos beli hp pake cicil  pake rek bri tolong pencerahanya min,negative
mataharimall luncur perdana harga inappropriate content removed untuk produk bermerk tak pelak senang belanja mataharimall kualitas barang jual meteka jual merchant matahari departemen store harga fantastis murah kirim cepat gratis voucher gratis produk gratis warna kai gila belanja dan sungguh,positive
admin olx hormat terima kasih forum bantu ada barang butuh tapi sayang jual beli kalo transaksi via sms telpon bahasa kasar kotor kalo beli tidak gantung pilih masing bahasa sopan santun terima kasih olx,negative
batery remote stick cepet habis signal remote juga kadang ada kadang tidak ada apa ada ide agar awet dan signal stabil,negative
gak solek fungsi liat tampil olx negara tetangga utama fungsi dandan bye bye olx indo,negative
kunci bagian depan kendur alias tidak kencang dan respon seller sangat tidak memuaskan,negative
diterima dalam keadaan packing terbuka dan terlihat sudah pecah komplain tapi harus kembaliin barang malah ribet dan jadi repot sendiri,negative
pengiriman lama sekali diconfirm tdk dibalas pdhal online negative service,negative
convenient store,positive
minggu mes tiket pesawat cgkbth bayar debit card telah beli sadar kesalahab tanggal beli karena posisi negeri kirim email customer service alamat cantum website pindah jadwal telah  email balas kirim email sama balas saya bantu teman hubung cs via telepon jawab hubung langsung maskapai pindah jadwal saya ambil simpul website perlu apa sangat saran,negative
kirim gratis indonesia suka beli produk keluarga kalimantan biaya tambah well anak kos sekali csnya sedia   ramah karena malu sesat jalan dan poin rewardnya kumpul jadi voucher belanja kecantol belanja sini terima kasih sukses blibli,positive
awal awal aliran air lancar lama lama kecil sekali,negative
bahannya jelek yah memang sesuai dgn harganya sih lipatannya terlalu kentara akhirnya tidak bisa dipakai,negative
bukalapak bantu pasar produk usaha menu pesan bukalapak hapus laka penuh loading lambat,positive
salah kirim barang tidak sesuai diskripsi,negative
layan ramah jelas yg mudah cerna,positive
the services and delivery is so good proud of mataharimall com,positive
belum tombol komplain barang sampe lebih  hari sesuai tentu expedisi,positive
beli tiket pesawat banding tiket com murah harga terima kasih sayang point transaksi tiket pesawat,positive
mngkin orng blibli com mahal barang banding situs yg laen tapi yg garis bawah barang blibli com ga ragu asli garansi blibli com seller yg pilih blibli com sembarang situs yg laen yg gampang jual situs blibli mngkin pilih cari barang yg bener asli harga store asli contoh nike adidas ragu asli udah barang sukses terus blibli com,positive
lama tiket com kendala sistem point tarik,positive
muslimarket kalo diskon ga tanggung contoh minggu diskon  produk tuneeca pas harbolnas jg diskon  utk produk kirim jg cepat bayar mudah bisa kembali produk,positive
asal salah,positive
kirim cepat murah pokok ok,positive
mataharimall run the business so well so far for new comers they quite good,positive
bukalapak adalah alam yang kesan aman cepat murah dan percaya rekomendasi untuk belanja atau kulak di bukalapak,positive
transaksi dr tgl  september   october brg blm kunjung tiba  ttanya cs proses kirim tgl oct sy tlp proses kirim tgl  katnya kirim janji itu lama habis sdh kesabaaran saya tlp tgl oct dngan lily hari spv kata warehouse blm kirim bener udah muak proses kirim yg lama tdk solutif rugi waktu materil ganti rugi udah belanja bilna orami sdh lama kendala jg ada tp tdk parah ini komplen ulur jelas pasti,negative
at the beginning i like to shop at mataharimall com but later on i never shop at mataharimall com again because they was not cheap anymore thank you,positive
harga yg proses cepat,positive
barang kurang  pcs yg dtg dan kualitasnya jelek sekali dari bahannya potongan yg g rapi dan ketelabalan yg g sesuai  mm di deskripsinya ternyata g sampai setebal itu,negative
saya sangat kecewa belanja di toko ini respon penjual cuek tanggapan lama begitu datang barang tumpah basah satu minggu baru datang tidak tau di kirim nya lama atau di pengiriman nya lama,negative
barang cepat,positive
pesan tanggal  apa rumah,positive
sedih sebal kecewa susah susah kembali olx versi sederhana mudah gampang kembali olx versi lama,negative
transaksi mudah aman,positive
data sering error dan hilang,negative
saya beli memory card sam g merchant j store estimasi no resi barubaru lacak ngirimnya sekaleh bikin sakit doang,negative
tidak terlalu nempel dan susah nempel di dashboard,negative
barang bagus mudah,positive
gerak bantu indonesia mea,positive
assalamualaikum wr wb nggak ngasih rating sentengah bintang aja nih  suruh transfer cepet kerja lambat  credit card error bisa liat history order saya  kirim barang lambat butuh hari barang kirim beli uang kirim  nggak konfirmasi kalo barang sen bayar cancel gegara nggak lolos quality control tanya la barang nggak lolos qc pasang web gimana saharusnya jual liat barang kalo penuh standar dikeluarin  gegara no  uang  jt nggak balik  kerja lah transfer menit ulur bener aja dan  terima refund  jt vip plaza web diskon murah layan super payah minta maaf aja nggak banding terima alami enak ya,negative
pengiriman pertama leak sampai isi habis dikirim barang pengganti masih leak parfum habis juga dua kali dapet botol kosong,negative
mataharimall com is very good in services im happy when i shop in mataharimall com,positive
dapat resolusi barang penggganti barang yg kosong thx bukalapak koneksi akurat lbh tingkat aja,positive
beli  barang yg dikirim beda tinggi tdk sesuai pulak pdhl sdh klik ukuran dan hrg nya pun mahal jd penjual yg jujur lah biar hslnya pun berkah,negative
not recommended seller beli  juni request stlh libur lebaran  juli suruh tunggu status jne bekas tdk info estimasi datang no pesan private info removed jne regular no resi private info removed,negative
murah cepat bayar tempat daerah,positive
saya beli iphone  gb oppo f tanggal  maret  bayar dp tanggal  maret  udh masuk tagih sampe tanggal  april  barang nya nyampe gimana niihhh bayar musti cepat x jam proses kirim super lambaattt,negative
aman,positive
barang tidak datang proses refund memakan waktu lebih dr  bulan sama sekali tidak memuaskan,negative
trusted online company best dah,positive
sudah kuduga kalau beli banyak pasti ada beberapa yang barangnya dikasih dalam kondisi cacat dan ternyata beneran dong wkwk yang pecah malah barang di urutan ke  dari total  item yang saya order  kualitas barang ternyata hanya plastik tipistidak sesuai perkiraan saya karena yang ditampilkan toko hanya tampilan depan saja overall i wouldn�t recommend this to y�all,negative
good,positive
zalora sedia agam pilih barang layan muas tanya complain ditindaklanjuti pasti transaksi,positive
businesses reliable and always provide the best service to its customers,positive
buruk parah lama pengirimannyamasak dikasih sarung tangan latex bekas,negative
harga barang yg butuh murah jangkau uang saku kirim cepat,positive
keep it good,positive
tak goyah kompetitor tumbuh cepat setia keluh komentar cepat tindak free delivery setia berulangkali ulangtahun produk sedia pantau keaslianya bangsa jaga milik bangsa salut bhineka com,positive
produk ini chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling katakata aslinya pembeli harap perhatikan temanteman tolong beri perhatian khusus,negative
review jujur ya yg kasih bintang  mungkin biar masih dpt garansi kali ya buku nya fotokopian nya gk bagus dapet cd begini lagi kalo mau sekedar ambil buku cliff boleh lah tapi kalo buat kenyamanan baca mending cari yg lain,negative
tko libur ga ad pmbritahuannya pdhl aq psn sblm tgl merahchat dibls cm stu kta slma x jamhmpir sja kulaporin ke pusat bantuan,negative
saya pesan barang tanggal  desember  kode pesan  vipplaza co id sampe tanggal  januari  blm nyampe sdh  kali kirim email csnya selalu dgn sama sabar tunggu cek logistik kapokkkkkkk belanja online sini baru belanja barang gak nyampe beli online  sdh nyampe,negative
saya blibli mal terkadang yg proses ambil kurir bgt bahkan cenderung lampau estimasi kirim order private info removed item iphone s rose gold  gb sy terima dan beli order nya tinggi patut blibli stressing logistik ambil kurir real update penuh hak beli oh iya yg sy order promo kamis ganteng order terima datang hadiah jbl clip hadiah pakai cc visa terima kasih blibli,positive
kirim paking rapi murah riah,positive
kali beli blibli com liat review costumer web ini keluh atas baik proses lama tidak tepat waktu barang sampai atas refund uang beri voucher proses langsung terima keluh customer sih beli produk no pesan private info removed estimasi kirim  jan  to  jan  status mesan tunggu ambil kurir barang tunggu blibli cari barang sama kurir itu beli online kali coba beli kali kecewa lama live chat sulit ribet kali live chat wanda putus bonita putus kantor desa susah sinyal sinyal baik saja full putus live chat nyanya langsung langsung tulis sini jelas tulis sini pegawai sedikit web online shop sedikit proses sekali tolong jelas,negative
mau nanya min itu cicil  untuk beli hp bener atau tidak,negative
gw order hair beauty nova in lazada pas barang barang rusak catokan nya gak panas rusak ini kali gw order barang lazada kapok dasar tuti,negative
comfort n good,positive
fast response,positive
sy belanja d blibli com aja temen belanja sy sadar bnyk produk homecare y lbh murah d banding toko n sy tarik tuk belanja harga murah brg pesan d packing rapi n smpe rumah keadaaan msih ttap utuh terima kasih blibli com moga rame ya,positive
quality barang jelek baut lepas terus,negative
situs belanja online buruk buruk buruk situs belanja online lain beli hp bb niat nyokal tau batal blanja com refund jg potong  krn bayar dgn kartu kredit yg order blanja com saran jgn coba benar ecommerce tdk profesional tipu rampok,negative
bukalapak lengkap barang cari sini dari barang unik bukalapak bayar nya aman sentosa customer service sigap satu masuk bukalapak kalo bukalapak kerjasama akulaku langgan akulaku beli barang bukalapak aplikasi akulaku limit nya masing overall bukalapak sempurna,positive
mataharimall com salah toko online baik indonesia,positive
yg satu error mulu jadinya repot kadang hidupnya susah kalauoun hidup harusbpakai headset sebab mic nya nyala mati,negative
mudah cepat,positive
expirednya bentar lagi,negative
kapok saya beli kembang api di toko ini bilang nya,negative
diluar ekspetasi banget sambelnya gak seger agak bau gada pedesnya malah manis packaging nya sih bagus,negative
mengapa blibli com bri,negative
saya udah beli tpi gaak di sertakan  huh bohong,negative
yg baik belanja jual bukalapak com insyaalloh jamin aman yg krg baik blm ketemu sih ntar klo ketemu tulis sini hehe,positive
payahhh packing asal cm plastik dustnya manaaa,negative
order batal pihak aju kembali dana dan refund dana alas data rekening valid no rekening nama milik rekening jelas saya isi formulir kembali dana uang kembali situs belanja lazada percaya tidak aman konsumen lindung uang kembali tipu,negative
saya beli selimut chelsea calista set   produk luar selimut calista duluan produk calista selimut kualitas rendah leboh rendeh barang pasar selimut pas bentang bulu selimut rontok semua parraahhhh hindar belanja online panas pasar mall lihat tampak bahan asli,negative
ini si bukan mobil hotwheels nggak sesuai sama iklan mengecewakan,negative
mes i phone   gb kirim ucap terimakasih  pegang sim card baca coba contact usaha garansi ribet puas langgan utama mohon tanggap nya msh simpan percaya bli bli com,negative
untuk iphone s refurbished nya garansi international distributor servicenya apple apple terima kasih,negative
bikin malu masak situs resmi jual barang palsu,negative
jaga akurasi produk kirim,positive
great shopping experience with mataharimall com,positive
saya benar nya ken kredit hp tp takut soal nya byk yg komplen lamban nya kirim saya mohon utama puas beli terimakasih,negative
mes tiket via online bgtu mudah kita bsa pilih kursi sendiri gmn klo toko waralaba bsa pilih kursi yg t sedia bayar,positive
gak sesuai harga malah kualitas nol,negative
ini marketplace target potensial buyer tinggi sektor bisnis apa target pasar janji tidak bukalapak top marketlace indonesia,positive
packingnya kurang memuaskan,negative
saya pesan samsung galaxy j  free bluetooth speaker max kirim  februari  nyata hadiah kirim sekarang coba cs live chat bilang promo hadiah itu jelas tera beli barang itu,negative
sumbu lilin kecil nyala susah dan api kecil jelek,negative
sungguh kecewa layan blibli com sekarang kirim butuh lama sampai tanggal estimasi barang kirim juga pada tanggal  desember beli laptop no order private info removed estimasi tanggal  desember barang terima nyata tanggal  desember barang terima ketika terima kondisi packing layak laptop hanya bungkus kertas kado kardus tambah tidak bubble wrap padahal beli wipol blibli bubble wrap apa standar packing merchant telah buka kondisi kardus robek spek laptop ganti tulis tangan ketika laptop nyala kondisi bekas sudah user login akhir pilih retur dead pixel layar retur butuh periksa  hari kabar barang habis aju refund laptop putus beli merchant lain asumsi masalah merchant proses bantu customer service nomor order private info removed order tanggal  januari estimasi tanggal  januari tetapi  jan barang terima sudah chat tanggap follow up tunggu tidak jelas follow up ini barang beli tanggal  desember  januari terima sungguh kecewa kartu kredit tagih barang terima selain order order no private info removed kondisi barang terima  merchant beda proses kirim lama apakah salah merchant blibli apa sla merchant mengapa ecommerce jamin kirim cepat blibli bisa saya kapok belanja blibli com harga murah tempat lain saya pilih blibli layan cepat lagi lebih mahal lama apa untung customer mohon barang kirim terima kasih,negative
diskon oke bgt langanan mataharimall,positive
sangat mudah discount nya,positive
kualitas barang oke kirim kategori free ongkir baik cepat,positive
fast responsed good services and great deals,positive
saya kali beli tiket pesawat atw hotel tiket com kali transaksi beli buka aplikasi online tiket murah saya harap moga tiket com harga minimal tiket jual tiket online shop lain syukur murah banding tiket online shop lain dan  info terminal maskapai terbang bandara sulit langgan bandara masuk terminal apaberapa krn cantum voucher tiket tiket com voucher aplikasi tiket online shop cantum nama terminal datang moga masuk bahan perhati baik depan tiket com layan baik langgan,negative
layan muas,positive
parah banget sih responnya komplain barang kurang disuruh via wa sudah wa disuruh lagi lewat marketplace ampun dah sejelek ini pelayanan sekelas official unilever,negative
great company with savety payment and good stuff,positive
payment gateway payah sebab mesan tiket gantung ujung order expired kecewa,negative
puas belanja blibli layan cepat produk tawar tarik dukung harga sahabat pilih blibli belanja online samping program event promo tarik konsumen benar beli barang murah disko real buka tipu,positive
blibli com banget promo nya metode bayar pilih jadi gampang order itu aplikasi ga ribet ecommerce nomor yay,positive
ketika bayar uang yg atm hilang bayar sesuai harga yg beli bagaimana tanggap kalian uang mohon kembali,positive
i ve buy some items from this site their services is very good helpdesk very helpful,positive
saya pesan notebook intel  core garansi  tgl  juli estimasi kirim   juli tanggal  juli proses tulis proses kirim tanggal  juli email blibli bilang barang pesan kosong dan tawar item tawar notebook intel  core garansi  tahun harga yang sama hello beli mobil bayar harga tipe tinggi kasi tipe standart harga sama beli bodoh bilang spec sama ini akab bayar harga catat windows original garansi sama  tahun hubungin csnya barang proses aju lebaran jne udah tutup musti tunggu pasti kecewa layan blibli tulis barang kirim ajar saya pribadi situs ini rekomendasi situs ini buruk layan nya,positive
barang ordet jam tangan merk timmy queen jelas produk bahan jeans tp karet keras susah dipake pas dilipetinnya bener bener gak sesuai banget yg dijelasin zalora nya untung aja beli pas harga discount gk wothed bgt deh kecewa berat gak beli produk jam mending merek kenal sekali,negative
kotor cangkan semua dan ga terima returhati,negative
tambah sitem bayar cod pasti sip,positive
jam lazada rusak pas terima harga diskon langit barang palsu hati,negative
very good market place but no more free shipping,positive
kali mes tiket tiket kereta api tiket pesawat booking tiket com layan cepat diskon harga tiket muas pergi bayar tiket cicil suka hati pilih metode tiket com recommended banget booking tiket,positive
moga depan,positive
great online shop,positive
barang datang bungkus plastik segel kantong kopi nya udh terbuka semua tidak ada aroma kopi sama sekali kecewa,negative
tanggal  beli barang blibi no pesan private info removed tanggal  barang sampai status kirim tunggu ambil kurir,negative
good price good quality good service,positive
tolong banyakin free ongkir lapak belah,positive
x pesan sdh mints tolong dikirimkan dgn nota dan di iyakan penjual namun x pesan juga nota tidak di berikan,negative
terimakasih tiket com bantu jadwal jalan praktis harga kompetitif salah pilih biro jalan ada undi seni jalan tarik moga menang aamiin,positive
turut layan buruk saya order tanggal  juli sampe barang lalu konfirmasi apa via email bayar terima barang kirim saya telepon cs susah hubung lalu email tidak ada respon vipplaza keluh ini jadi kecewa layan online shop kelas vipplaza such a trusted company mending trusted online shop edar ig twitter lebih cepat layan sih,negative
belanja blibli com senang layan ramah barang cepat,positive
metode langgan diadakans ecara otomotis jadi resah lg,negative
aman cepat murah,positive
jauh ini benar alam ber belanja di bl cukup muas sampai suatu ketika jadi transaksi janggal yang sangat rugi yaitu barang tidak terima status selesai feedback bagus yang bukan di isi oleh customer customer sampai harus laku kece langsung dengan pihak jne jne konfirmasi ada janggal tindak lanjut dari bl support sama sekali tidak bantu,negative
terima kasih tiket com usaha ecommerce bidang booking tiket pakai lama mudah informasi real time jeda pilih utuk transaksi bayar mudahan website aplikasi androidnya terus maju kembang  harap manajemen ticket com reward langsung undian salah penting jaya tiket com,positive
sangat jelek krn kiriman tidak lengkap,negative
horrible company selling chinese made trash everything is fake and duplicate no wonder they r doing so bad,negative
tiap belanja gak barang tiap refund mesti ngancem adminnya dlu uang kembali vocer hilang uang gak utuh coba baik sistem jual sangat buruk belanja sini sangat buruk saya rekomendasi belanja sini walaupun sekian orang kesan buruk vip plazaa baik sistem anda bodoh tololol apa tutup mampu very vety bad moga bangkrut manusia kecewa,negative
dipaksa beli setelah checkout hati saja sama toko ini,negative
fix bukan yard ternyata tebalnya hanya  mm tipis boss gak sesuai judul,negative
sy senang belanja buka lapak kualitas bagus harga murah kalo sih pilih bayar bayar cod biar mudah konsumen sukses buka lapak,positive
fitur mapping cari iklan batas km saja harap olx rubah tampil sampah tampil saja the all new olx fail,negative
gua rekomendasi jgn beli disini toko ndak amanah sama skali beli bola keliru ngasih tikar ok saya maklumi lalu saya kembalikan barangnya dan saya minta kirim ulang customer ndak difollow up sama skali sampek skarang uda stngh bulan belum dikirim,negative
gw beli hp  jt udh tgl  juni standar kirim  juli  barang sampe sampe live chat lazada nya beda tobat gw beli lazada,negative
layan blibli bagus respon cs nya kirim barang terkadang lamban,positive
barang pes cocok pernah mias comunication delivery nya call centre bantu,positive
barangnya rusak kak harus diservis dulu,negative
barang sampainya lama sekali respon penjual lambat mengecewakan,negative
cepat proses order mudah cepat kirim,positive
dear bpk ibu ini kirim data lengkap beli motor private info removed  maret  untuk komplain belum informasi kirim kk ktp telp orang dealernya hubungin pas tlp blibli kirim blibli ktp kk kira motor kirim kapan,negative
belanja online bukalapak ahli,positive
cari barang yg mudah cepat saya senang fasilitas nego harga pokoke top banget bulalapak,positive
sangat praktis informatif harga kompetitif,positive
waktu kirim jual x jam,positive
coklat asli hitam ga tau itu asli apa palsu ya yg hitam beli disini bahan kaku embos ga ada di dalam saku untuk uang hanya ada  tdk  seperti yg coklat pokoknya beda banget sama yg coklat yg bahannya lebih halus lentur dan jahitan lebih rapih,negative
so far i haven t gpt any problems,positive
sistem bukalapak bantu cegah tipu tingkat lagi moga bukalapak maju ukm indonesia,positive
tidak ada lapisan pelindung sama sekali entah itu plastik ataupun wraping dus yg diterima dalam keadaan penyok ember banyak lecet pengiriman sangat lama dari hari minggu sampe nya hari rabu padahal masih sama jakarta padahal beli nya di toko official resmi lebih bagus beli di toko yg biasa sebelumnya saya beli ditoko yg biasa buat hadiah  hari sampe harga lebih murah packing bagus ini toko resmi malah hancur mana buat hadiah lagi tutup aja tokonya,negative
order batal ongkir sesuai maksud paymen tunggu  order batal kalkulasi ongkos kirim tokopedia payah transfer sesuai bulat tokped tarik saldo tokped hasil refund k rek tp cek bom masuk bener gak recomended,negative
tipis bgt jelek,negative
awal beli tempered glass kingkong harga rp   yg jual dynasty distributor review tanggap postip saya bel kirim emang cepat packing bagus alangkah kejut kotak tempered glass merek kingkong tampa kaca saya komplain dynasty distributor beli tanggap x habis tanggap balas komplain saya terus sms dynasty distributor sms balas jual barang merka jual otak atik fakta kaca kotak habis dynasty balas sms saya sekarang si jual percaya kaca tempered glass ada fakta emang ada jadi beli rugi kasih kotak jual rp   solusi begini,negative
jangan sikap bodoh postingan coba jelas yg posting,negative
id order   lebih bayar tiket konfirmasi tiket com sdh kirim bukti bayar serta terang konfirmasi email terima  jam stlh cs telepon dmn harga tiket  id order   sdh kirim bukti bayar hari belum kofirmasi via telepon x email order hasil serta kode bookingbya terima  menit kereta berangkat itu telepon dahulu dandung,negative
dengann tiket com mesan tiket kereta pesawat dll mudah cepat baik langsung pasti tiket,positive
adminnya kebanyakan bact lamban bgt kecewa banget dehhh,negative
mudah tarik senang cari butuh kita dengan cicil  semangat belanja buka lapak moga feature sukses,positive
aman murah barang oke,positive
kembali yg,positive
tolong tambahin jasa kirim j t psndulogistics,positive
belum ketm yg gak oke semua sip,positive
jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,negative
zalora salah usaha online shop besar nama indonesia pakai kurir kirim first logistic ga jelas barang ga tau datang kapan cs nya ga hubung ga profesional banget kurir first logistic itu,negative
great marketing and price,positive
olx versi sangat inappropriate content removed mari uninstall ramerame,negative
barang tidak sesuai dgn pesanan pesanan imo z yg di kirim merk huangmi,negative
pesan yg eyeliner putih yg dateng malah yg itemmm hmmmmm tolong lebih teliti,negative
pesan lwt deadline tgl  nov  kasih no resi palsu udh minggu tdk terupdate kasih gak dr cs nya kata tunggu tgl nov  kirim via jne tgl tsb hr minggu jne libur bodoh thd konsumen nama sy dah byr pake cc beli hp xiaomi rugi wkt rugi rugi rugi kapokkkkkk dah lazada,negative
mantap buka lapak,positive
lazada jual hp rusak tanggal  desember tanggal yg hp kembali proses yg belit belit kabar uang lazada pernahemberikannya,negative
tidak sama dgn gambar,negative
