Sentence,Label
many discount produk but still expensiv,positive
kecewa layan blibli laku mesan redmi note no pesan private info removed pesan tanggal maret status tunggu kirim kurir mohon kirim bad experiences belanja blibli,negative
nomor pesan barang bayar tranfer mbanking tdk jam tunggu minggu berita kerika pesan sdh tercancel sistem bayar yg sdh terima vipplaza data sistem imformasi mes sistem langgan posisi lemah,negative
pokok buka lapak mah top hebat pilih lapak coz buka lapak yg lapak sukse buka lapak,positive
versi mudah d yg rumit susah,negative
order barang tgl langsung transfer lunas bilang sih estimasi tgl desember transfer cek blibli com tp smpai tgl status proses kirim bbrp email customer service knapa status order ga berubah pesan kirim tp tetep ga ngasi smpe skrg barang blm terima kecewa belanja butuh brp barang terima tolong klo ngasi estimasi yg bener jgn ngaret ga konfirmasi gt,negative
olx,negative
tampil ribet old olx,negative
kali belanja lazada alam buruk pesan kirim s d informasi kirim kurir tgl tgl hubung chat hubung kait tunggu s d moga cepat barang tgl hubung chat hubung kait tunggu s d jumat tgl hubung telp layan konsumen ambang informasi kait hubung kait tgl layan langgan tanggung kirim lazada status agent informasi tindak keluh selesai cepat lazada laku koreksi posisi barang pesan,negative
good delivery and packaging,positive
belanja rumah belanja barang yg kampung barang gak buka lapak mudah transaksi amaaaaaan trimakasih buka lapak sukses,positive
email tanggal juni kena saldo tokopedia blokir rp invoice no inv xvi vi nilai rp rp bebas ongkir juni salah jual tuduh transaksi curiga tokopedia email tagih kartu kredit juni juli agustus tagih cicil kartu kredit dana tokopedia saldo tokopedia blokir selesai tuntas email susah sih buka saldo blokir tokopedia rp jual tokopedia salah beli rugi rugi kali cicil saldo tokopedia blokir tokopedia arti bebas ongkirnya palsu beli bayar,negative
cepat barangnya bagus,positive
good company but anyway always make customer setisfy number one and free delivery ok,positive
shoping man,positive
sy belanja parfum langgan bvlgari harga sekian ribu sy coba iseng beli lazada harga ribu sekian gak percaya tp teman lazada gak jual barang palsu nama sy putus beli bvlgari harga sesuai tawar barang sesuai pesan barang terima palsu klo sy banding beli beda mohon lazada jeli pilih sellers patnernya sayang percaya kecewa,negative
bagus,positive
kali belanja packing terrapih banding ecommerce,positive
kecewa service blibli com barang beli dr tgl oct tulis estimasi terima oct tgl nov barang terima komplain telepon kali dr blibli respon telepon janji dr blibli alas begok yg blibli lambat ekspedisi susah cari alamat buah alas krn beli brg yg dr blibli kirim parcel berkas jakarta bkn alamat yg beli barang tokopedia tgl oct siang barang terima tgl nov siang alamat yg tanggung blibli telpon blibli yg tanggung biaya telepon nya coba pikir customer please be wise,negative
ok banget,positive
beli baju tidur remaja des barang nggak sesuai yg cantum sy telp buka lapak tugas barang nggak stock kayak gitu uang dompet buka lapak x jam nggak tuh telp tugas hasil nggak tuh telepon tugas hasil januari yah tuh nggak dana dompet malas yah telepon hasil kapoookk euuyy beli bukalapak hasil beli toko masihhhh,negative
kualitas layan respon cepat promo kirim cepat packing aman produk harap krrna batas,positive
traveloka tolong nipu langgan tahan uang beli tiket online nama manfaat uang kostomer tahan gene musim nipu rakyat ya tobat aja nipu orang urus penegmbalian tiket nama tipu muslihat bilang uang ketimbang nahannaha gitu monyet kau ya,negative
the customer service is fast,positive
beli barang transaksi barang lapak yg sdh kosong mhn hilang gambar barang dana membutuhkn untk dana rugi trims,positive
bukalapak nyamanamanhave great seller ecommerce anak bangsa patut tahan bantu wadah umkm indonesia kembang raih sukses,positive
fast respon good quality product wise customer service and many discount,positive
belanja mataharimall puas,positive
alam beli blibli com kecewa no order private info removed belanja online coba beli blibli com smartphone lenovo zuk z eksklusif blibli com order tgl maret barang terima besok tgl maret estimasi barang terima website blibli com aju kali komplain fasilitas live chat sedia tanggap suruh sabar tgl estimasi barang butuh barang minimal informasi by phone email ttg order biar tenang tipu blibli com tdk beli barang blibli aja butuh alam,negative
hadiah dri lazada karna putar hadiah dri dplin d suruh download aplikasi lazada isi formulir,negative
good price and excellent service,positive
mes iphone tgl agustus detik status pesan tunggu ambil kurir batas estimasi kirim kecewa kapok blibli janji hubung jam informasi kena pesan udah jam gak informasi tipu,negative
mes produk tipe warna produk beda kali belanja kali produk sesuai lihat gambar,negative
barang yg sesuai deskripsi powerbank mah,positive
transaksi jual beli mudah,positive
nipu konsumen donk balikin lg aj uang nya pesan hp tgl nympe tgl pas buka hp nya kondisi rusak cek imei nya double sial banget hp replika bbm app word gda i d nya tolong donk tanggung,negative
first time order kecewa konfirmasi pesan email lambat barang kirim hubung customer support kena status barang respon banding online shop sistem bagus layan muas i decide to cancel my order then,negative
tokopedia andal bayar inv xvi vi proses verifikasi bayar laku dana potong kirim gagal proses transaksi stok barang akibat limit kartu kredit belanja online shop tokopedia ol shop tunggu kerja cair dana kartu kredit rugi kejut istimewa isteri eh ikan keluh sakit hati tokopedia murni salah sistem stocking tokopedia beli bayar tinggal terima barang uang potong barang uang nya kerja salam kecewa beli online rb,negative
suparno kuaro kaltim,positive
kali beli dilazada kecewa s ingkat cerita kamis des beli mucro sd sandisk giga lagsug transfer m banking sms harys transfer transfer selang pas tanggal des pas cek order tolak kecewa,negative
quick response service,positive
belanja puas banget coba belanja pesan produk nya udah estimasi nya barang yg terima expired kirim email sm live chat aju retur suruh tunggu tunggu email konfirmasi salah produk yg aju retur beda yg konfirmasi cs nya niat ken belanja gampang barang dipake cepet trus ribet parah banget kapok belanja blibli kalo gin,negative
salah kirim barang sen kipas angin stand kirim kipas angin dinding komplain blm respon pdhal barang kado nikah,negative
salam fraud bukalapak moga mati susah tiada henti d batas,negative
tanggal oktober pesan no pesan private info removed butuh cepat,negative
great company,positive
gw beli kaca film blibli com responnya ok banget siang beli jam gak merchantnya telepon pasang besok pagi tugas dateng gak sampe jam kaca film udah selesai pasang sisi produk nyata lumayan gelap cocok gak liat dipake malam ok cuman pandang gelap mata extra hati kalo pas orang nyebrang sisi pasang pasang cepat rapi cuman sayang banget konfirmasi gw orang nyopot stiker ok nya honda tempel kaca belah kiri gw rada kecewa gw ken tahan orisinalitas mobil pasang kasih tau lengkap merchantnya tolong kasih tau tugas konfirmasi sticker copot kaca kalo konfirmasi gw kasih bintang gak konfirmasi gw kasih bintang reviewnya overall recommended,positive
udah x beli game ps x jg pake voucher oke oke aja beli tgl des des kirim seller tgl des dah sampe rumah mantab beli bd ps harga nd thx blanja com moga order ane yg ebay blanja com tetep oke si ga yg ptg sampe,positive
costumer service nya responsif tanggap isu bayar kirim gratis tetangga belah,positive
harga tiket com kompetitif buka apps langsung tiket com terkadang mahal search flight skyscanner wego murah overall oke banget recomended fast respon thx tiket com,positive
puas barang bagus harga oke,positive
bukalapak,negative
first time belanja zalora lumayan voucher banget sebel daerah jd alamat terima dijakarta daerah pusat kota loh sudirman pakai voucher ga prioritas yah huhu,negative
blanja dgn estimasi pnerimaan tgl des sampe barang terima gimana min,negative
lelet penguriman barang beli tanggal februari skrng blm barang rumah kecewa,negative
kayak glitch ya gimana keluarga kali pesan tiket hasil layar konfirm agustus yg email kode bookingnya oktober ya,negative
belanja baju batik lazada sih belanja g g tau ahir bener trauma belanja lazada kejadianya belanja baju batik warna hitam sesuai gambar kirim yg dtg motif cuman warna merah ahirnya komplain lazada maaf proses ribet gpp baju kasih famili g saking suka dgn pilih sen dgn harap g kliru proses tunggu bbrpa barang buka senang pilih sdh buka nyata kirim warna hitam beda motif alias g dgn yg web asa emosi kesal luap k lazada ahirnya lazada maaf bla bla bla direspon kirim kurir ngambil barang yg m lega respon lazada ngomong barang d ambil telpon sm lazada barang sdh terima lazada uang proses barang pilih yg dilazada kosong knp y situ stok sedia aneh gin kelas lazada k acakan g tau lihat lazada tarik dgn product yg belanja proses blm kelar sy proses barang jne buka istri bingung g sen baju anak k kirim gitu pikir kirim temen istri sy g ahirnya cek nyata pesan jaket k lazada kirim baju anak sy diam g ngomong saking emosi sy komplain dgn umpat yg kotor g karuan kliru kali rentan sdh bayang gimana kerja lazada warning temen yg suka belanja lazada hati belanja lazada kyk konsumen posisi lemah uang sdh lanjur masuk enak udel bikin prosedur mksh,negative
name,positive
kalo kredit hp d blibli pngiriman daerah bandung lambat,negative
no order yg return ga kunjung masuk rekening no order yg batal system chat cs saran trf virtual acc konfirmasi konfirmasi sy uang yg trf no order sy sy make sure cs order email telp chat cs ga kunjung prosas proses layan bad cs bego ga kasih yg pecah keluh langgan ga report progress keluh sy maaf ya lazada ga sy percaya rekomendasi,negative
beli usb charging tulis barang kirim negri konfirmasi tulis pengirman tunggu ga tel cs bilangin barang liar negri butuh kerja ga cancel order langgan lazada aktif kecewa rekomendasi teman pakai lazada,negative
mes hp nokia tgl juni estimasi barang tgl juli tanggal tsb rumah putus bayar cod tgl barang kirim merchant tunggu sekian nyata barang sesuai estimasi yg tera beli tanggal juli notifikasi sms lex barang kirim rumah sms lazada kirim laku maksimal kerja tgl barang rugi buyer barang buang buang tunggu barang alami kirim lambat,negative
laku bayar atm bca x telpon customer servicenya bekerjasama dg bca henti,negative
beli batre chargernya bayar langsung transfer via bank mandiri tgl septmber terang barang kirim nyata barang pantau order traking proses barang pakai lihat beli komplain jelek bhineka ragu profesionalitas bhineka alam alam belanja bhineka responnya beda toko online,negative
alam tokopedia buruk sistem website kacau gagal proses bayar metode mandiri clickpay saldo potong response customer service lambat serius parah saldo dasar terang website uang saldo tokopedia jam customer service nyata gantung kamis agustus s d sabtu agustus larut lapor polisi uang transfer juta,negative
mataharimall toko online cerdas penuh butuh mudah cepat hemat belanja ragu baja good,positive
aering belanja blibli barang barang bagus kualitas percaya free delivery nya yg suka banding web yg kirim blibli repot hubung cs brng kirim cepat blbli bagus,positive
no pesan private info removed pesan barang tanggal status tunggu ambil kurir tlp cs bli suruh tunggu aja cs nya stock barang aja tlp cs bli suruh tunggu estimasi kirim tgl des ya coba tunggu aja cancel aja alas barang kosong csnya barang mohon blibli tindak komen jual klo beli hp faktur beli blibli terima kasih moga kecewa,negative
sistem beli yg tunggu barang beli aman kali beli batu akik aceh papua dgn,positive
puas belanja bukalapak proses belanja mudah barang pes sesuai harap,positive
pesan kamar hotel traveloka tdk sadar nyata salah masuk tanggal mesan tanggal september jam wib masuk tanggal september sadar contact call centre traveloka laku ganti tanggal nyata laku batal ganti tanggal mohon traveloka fleksibel bijak utama ganti tanggal batal lihat banding mes tiket pesawat kereta batal ubah refund lai merta hilang tingkat layan tingkat puas konsumen masyarakat moga,negative
sy salah pesan tiket tiket terbang yg terbang sy aju refund tp harga tiket an refund an,negative
klw produk diakon bayar cod pdhl status uda kirim tp pas tunggu dicancel alas alamat temu sy order lazada tp berkali nyampek live chat dg cs nggak mndptkan jwbn yg muas suruh order ulang emang hrg bsa voucher dibalikin ganti alas alamat temu kurir uda usaha hubung beli blm kadang kurir yg nakal suka bayarin order beli yg hrg murah dg sistem cod pokok kecewa berat gak kayak toko belah kasih puas,negative
kmrn prnh order brg tpi brg yg dtg yg pes berita baikx penjualx sadar terima komplain kt brtnggung jwb thd brg yg kt pesan moga berkah amanah jujur,positive
sala hormat udah akses webside lazada co id mohon bantu isi kuesioner teliti skripsi link http goo gl forms zbioeuwqdqgunn terima kasih,positive
masuk org yg suka belanja online store laku beli blibli com kali belanja toko belah kesan belanja blibli com kecewa update stok barang realtime beli kartu kredit batal alas stok habis proses refundnya makan kerja limit kartu kredit tahan proses refundnya blibli com mohon review sistem blibli com rupa anak usaha pt nama indonesia,negative
barang pilih otiginal n muraaaah,positive
moga transaksi yg jg yg tanggal jan pesan private info removed tp status tunggu kurir ya ampun sabar pake banget email kemarin blm respons hufffffffffff uda coba byk marketplace hasilny nyata salah pilih blibli com sarana beli online star rate,negative
alam menyenagkan bukalapak order smartphone produck bergarnsi smrtphone sya alami trouble aju komplain via masage lapak tanggap inisiatif adu keluh bukalapak muas,negative
zalora cancelled my very first order without any clear reason and valid explanation they confirmed and proceed my order in the beginning estimated daysdays on delivery but then cancelled on their own after about one week was really bad experience shopping online with just wasting my time cheers erwin mukti,negative
blibli tolong pesan tanggal juni skrg tulis kirim no resi muncul zzzzt estimasi kirim juni juni tgl skrg juni barang kirim sy sdh menghub customer care blibli balas lapor dg no lapor maksud gmana sy tunggu posisi barang,negative
maju layan promo tarik suksess mataharimall online shop,positive
transaksi jual hasil inv xvi vi sesuai invoice d dana cair blum cair komplain cs via email pesan facebook blum kmana csnya menu tari dana tulis transaksi mas dana review x jam minggu blum cair hati hati jual toko karana alas yg masuk akal dana tahan makan gmanakan tarik ga,negative
sbg pt hrs y malu order hilang wkt kirim suruh tunggu tunggu berbelit dgn alasan yg cm janji palsu refund aja mas suruh tunggu smp aja mas blm kelar mslhnya hrsnya beli utama dlu dikecewain qta belanja bayar dgn uang agan yg belanja blibli mndng olshop pikir sblm beli,negative
tolong ting olx old olx new ribet lot rating dah bagus hancur programmernya super duperrr oon abis no telp ya ndak aneh khan tolong situs olx hati masyarakat indonesia tahan bantu situs olx versi legenda t kasih,negative
bayar tgl des estimasi tgl produk yg beli iphone s gold gn mo pesan private info removed batal tolong dana tunggu berhari rugi tunggu barang eh rugi tunggu uang thq,negative
korban harbolnas tanggal mes bayar jam swiss army logam free leather harga seller timely indonesia barang rumah tanggal selasa sore buka kotak jam mati cium beres pergi tukang jam potong jam nyata cek baterai lemah ganti tuhkan baterai nyata gak hidup tukang jam mesin jam rusak asli palsu mas mas bilang kw mas kampret lazada tipu ajar banget seller timely indonesia timely indonesia fck,negative
belanja aman percaya,positive
awesome product great support whenever i had question regarding product or my shipment status,positive
selamat pagi blibli com kalo pakai kartu mandiri nyicil musti mandiri kredit,positive
aplikasi inappropriate content removed lot kaya server pulsa camat butuh koneksi dewa cek dagang mending hapus aja gak versi,negative
laku beli online toped dgn no bayar pym xv xi tanggal november sdh sy konfirmasi bayar tgl november kmdn tgl sesuai email dr toped ktnya pesan sy sdh proses toko yg sangkut dgn no faktur inv xv xi smp skrg tgl november blm email yg masuk lg pesan dah kirim pa blm pdhl pesan yg laku dr toko online pesan dgn invoice sdh kirim jual bgmn transaksi uang yg sy kirim bgmn brp batas jual kirim barang vetifikasi dr toopedia nya dewi,negative
terkadang orang anak smp sma milik rekening indomaret alfamart contoh daerah paregean sampit kalimantan indomaret alfamart cakup daerah bayar via pulsa sarana raka transaksi bukalapak bayar via pulsa,positive
belanja blibli com proses lambat utama mes jumat selasa bayar verifikasi proses tunggu ambil kurir butuh kalo belanja blibli makan minggu beli toko fisik bayar detik jg barang terima pesan private info removed tunggu ambil kurir pdhl pesan mei mei status tunggu ambil kurir kirim saran blibli toko online mangkas proses makan blibli lihat toko online saing kompetitif j id pesan besok kapok belanja blibli harap proses singkat mudah trims,negative
kirim barang pesan tangan apalg sellernya lambat responnya bilang eccommerce kelas klo eccomerce order transfer langsung sigap proses klo blanja bingung seller gak respon lempar ahh manajemen klo jd,negative
td pagi sy laku beli hp diblibli siang status sdh dlm kirim sampe solo brp ya,positive
bernadethe nisawaty jalan malino poros no sungguminasa rt rw lurah batangkaluku camat somba opu kabupaten gowa sulawesi selatan,positive
orang karyawati rumah tangga anak sibuk butuh rumah tangga swalayan supermarket belanja jaman mudah gadget nikmat belanja online mudah tampil tarik details bayar pilih promo produk free ongkir anak rumah wajibada sabun cuci tangan westafel cuci piring kamar mandi pilih dettol karna aroma wangi khasiat bunuh kuman oke coba yg warna ungu hijau coba yg orange yg ungu licin keset tangan yg hijau oke yg original deh orange lumayan keset licin yg ungu dettol tingkat mutu ya thanks blibli moga harga saing produk service tingkat langgan setia belanja blibli com promonya ya thanks,positive
jasa blanja pakai voucer beli barang langsung batal indikasi reseller salah kecewa tuduh cemar,negative
baguss sukses buka lapak,positive
mesan kendala akses servernya lancar brarti webservice nya good diskon dipake good good,positive
good brand good shipping everything so good and hope more and more for every years,positive
layan cepat puas langgan,positive
preorder wireless speaker jbl kirim tgl november nomor order private info removed nyata email konfirmasi barang ready tunggu tgl november telp cs blibli merefund dana seller sesuai janji pesan batal cs blibli dicancel suruh tunggu kerja dicancel tunggu kerja direfund butuh putus dicancel krn seller janji kamis arti butuh dicancel lg proses refund dana,negative
cocok belanja aman,positive
mesen kogan kamera mp tanggal maret sampe tunggu ambil kurir no pesan private info removed call customer service blibli kasih nomer resi knp lacak kurir mohon info nomer resi yg,negative
aman mudah jamin kualitas,positive
matahari belanja on line lengkap berkwalitas mutu percaya,positive
mahal euy,negative
it s nice having the ability to buy the ticket online but not when the mobile site loops you around for over an hour for a five mute transaction,negative
bagus tinggal kirim cepat,positive
good,positive
alam belanja smooth senang,positive
tanggal oktober order barang blibli com meizu m note pas tanggal november barang tp meizu m langsung hubung cs keliru tp cs ecek no pesan cs bilang no pesan no pesan produk email no tlpn yg daftar klo daftar barang sesuai pesan yg laku barang terima tukar sesuai barang pesan,negative
harga yg tawar sesuai,positive
tokobagus olx aja coba aja jual lansgung submit option review submit verifikasi esok pas cek iklan yg pasang nyata salah tulis paksa edit edit huruf aja verifikasi kali edit verifikasi edit update kali simpul capeeeek dech,negative
terima kasih tiket com udah bikin hidup mudah travelling pulang kampung tinggal klik tiket com aj,positive
bukalapak x amaaan uang,positive
review langgan otomatis diinput bintang beli rating adil bs pandu yg salah calon beli produk yg terima jg sesuai deskripsi dr jual jual tanggung skali hirau protes beli tangan bukalapak lambat solusi kecewa,negative
blibli com ok sih produk yg ok blibli bijak yg gratis ongkirnya indonesia pdhal ecommerce yg pling top n reccomended ya,positive
nyata yg kecewa blibli pesan dg no order tgl juli kirim yg kali transaksi dg blibli rekomendasi teman teman belanja blibli,negative
good company very exclusive,positive
fair tampil tingkat suku bunga cicil tampil tenor cicil putus ambil customer akurat sesuai butuh,positive
very good,positive
review harga saing kualitas produk penuh butuh tolong sortir aplikasi canggih,negative
laku mesan cc nyata transaksi gagal pemberitahuan kena by email barang pesan kunjung,negative
great full face websites and items product is complete secure product warranty,positive
kali belanja bukalapak masuk kesana lapak integritas biar barang jual barang rusak beli korban biaya kirim retur barang beban korban terima refund uang bayar plus biaya kirim retur barang bukalapak lepas tangan solusi baca syarat hati belanja korban,negative
gunawan belanja powertools dilazada udah transfer total dapet barang nyata kosong proses refund proses tanggal cek rekening dana dana terima lazada berani bohong kirim bukti refund bukti refund kuat status bank terima bukti bukti autentik hayo lapor wajib warga jakarta yg tipu lazada ayo laporin kantor pusat jakarta,negative
blanja dbuka lapak aja n murah jamin,positive
jual putar uang tokopedia uang tahan putar selesai alas beli terima barang beli klik terima ba,negative
inovasi teknologi anak bangsa maju umkm gelar hackathon maju didik tingkat daya beli masyarakat unik kreatif,positive
cari lokasi sulit oakai gps beli butuh wilayah no hp jual ngak muncul kalo via chat susah ngak balas,negative
bukalapak belanja puas mudah aman mudah bayar nya tingkat mutu layan terimakasih,positive
the seller office is easy to see and the staff is helpfull,positive
no pesananan private info removed tolong periksa tunggu ambil kurir baca yg kecewa jg ga kecawa estimasi kirim oktober tolong kepastiaan trimaksih,negative
kali kali alam belanja blibli com kecewa beda dgn situs belanja online yg proses yg cepat professional order barang tgl agustus no pesan tracking status tunggu ambil kurir mohon proses kirim cepat henry prihatna,negative
order barang lazada tranasfer batal lazada live chat dgn customer service suruh refund online kirim bukti transfer oke refund online kirim bukti transfer janji uang minggu uang kapok beli barang lazada mending sekalikali belanja online lazada lazada tipu kedok toko online,negative
alam beli barang kali blibli com tanggal juni beli produk xiaomi xiaoyi sport basic edition green action camera promo kamis ganteng no pesan merchant angel metode bayar cicil x kartu kredit proses bayar jalan website status pesan pesan proses estimasi kirim juni s d juli sabtu tanggal juli status pesan pesan proses hubung blibli com live chat status pesan customer care bilang tunggu sampe tanggal juli senin juni cek website blibli com nyata status kunjung ubah kirim email private info removed jam status pesan customer care blibli com balas email tanggal juni jam merespon email status pesan email bilang follow up puas email butuh barang tesebut telepon customer care sore status pesan bilang follow up merchant telepon cek status pesan website jam nyata ubah tunggu ambil kurir june no resi sedia sabar tunggu tanggal juli nyata sampe jam barang kunjung live chat customer care blibli com customer care bilang follow up merchant ecek sedia barang esok sungguh duga sedia barang blibli com jual barang stock website status available sungguh profesional blibli com online shop rekomendasi blibli com sungguh penuh ketidakpastian customer kali belanja blibli com kecewa salah lihat review orang alami giur barang murah kredit gratis ongkos kirim rugi,positive
barang kw hrganya mahal yg barang kw,negative
belanja barang gk ribet mudah aman pilih barang harga relatif murah dr yg,positive
pesan speaker lazada pakai x barang udah rusak barang bekas fisik aja yg,negative
tanggal oktober pesan barang langgan beru kali pesan barang bukalapak khawatir hilang uang dana transfer kirim lambat kirim kurir jasa kirim alamat tolong konfirmasi langgan lambat tunggu kirim barang pesan,negative
barang yg cari barang nego disko bayar pending laku transfer n kirim bukti bayar susah binggung musto angka blakang transfer langsung terima sdh laku bayar pesan bilamana coustemer laku bayar langsung konfirmasi coustemer trima kasih,positive
very very good,positive
barang stok kosong perhati contoh home living bersih rinso wpc molto kosong restock ulang,positive
barang jamin komplain barang direspon tranksaksi belanja aman dompet bukalapak bantu banget,positive
bukalapak utama flexibilitas segi operasional aman salah feature sorting dasar view milik calon beli feature cari barang kategori user ulang aktifitas sulit nyaman laku all over bukalapak is the best choise jaya bukalapak,positive
respon cepat,positive
ga pake ribet,positive
barang bagus cepat kirim tingkat,positive
blibli tuh cepat blibli tuh murah gak murah blibli tuh promo blibli tuh packing barang jamin blibli tuh pilih bayar cicil blibli tuh free ongkir blibli tuh t o p bangetz dah,positive
mes microsoft lumia nomer order private info removed tanggal februari blibli laku sesuai janji proses kirim barang tunggu ambil kurir tanggal februari februari note estimasi kirim tanggal februari produk blibli laku refund kontak merchant sangkut ace phonesemoga lihat niat uang catat smartphone nyata kirim rumah memberitahu refund tolak barang langsung telepon jne laku kirim nyata lapor refund aju tanggal februari merchant merchant tarik kirim jogja order merchant olah olah tutup blibli blibli maaf ketidaknyamanannya lapor refund casemgmt tunggu tunggu mohon maaf ketidaknyamanannya informasi maaf uang inti miskomunikasi blibli merchant agen kurir jne komunikasi ujung lalai servis konsumen blibli hubung langsung olah olah peduli prioritas memberitahu kontak merchant status uang putus review lelah customer care blibli kadang ikhlas pikir blibli tega langgan sadar teman teman hati hati belanja online note harga pesan rp sesak hilang uang mahasiswa orang belanja blibli kali belanja terima kasih,negative
layan blibli masuk merchant muas belanja blibli arti kirim barang terkadang kendala logistik salah faktor lirik belanja blibli layan gratis kirim barang indonesia situs belanja online kunjung puas belanja blibli,positive
pesan unit wet suit utk diving lazada january sdh barang ga nyampe trus batas yg tdk jg terima komplain dana eh kasih voucher ga voucher cm uang utk brgbrg yg tdk terima detik tgl april uang jg terima isi form dana dana sdh bullshit lazada i want my money back,negative
refund dana lambat ribet return barang dana susah,negative
bukalapak erti butuh beli jual diakomodir sistem jual beli bagus metode bayar mudah aman transaksi jamin lindung beli jual bukalapak kembang bagus fitur muas usernya via desktop pc laptop mobile app android ios joss gandoss,positive
jelek layan sen banget ci proses lazada acak kadut,negative
sy beli jan bluelens kirim dr neg minggu nyampe brgnya rusak gak hidup sy heran sblm kirim tdk periksa sy kapok blnja gak profesional,negative
beli barang kartu merk ormano aluminium barang sih cepat bayar dgn cod tp pas buka kemas sobek barang cacat rusak curiga barang yg sya beli bekas orang pakai please lazada selektif lg pilih detik say kapok belanja lg lazada,negative
mohon magement up to date hadap stok barang nya lapak krn wkt transaksi beli kartu kredit hasil debet trnyata barang habis tp tp hub call center bank tdk,negative
bad seller,negative
lumayan,positive
pesan barang tgl november dgn tanggal des barang blm terima verivikasi bayar kirim,negative
muas book tiket beda angka mesan tr v oka harga tiket ubah informasi proses booking langsung,positive
tiket mudah laku,positive
nanya sony playstation bisaa kredit sony playstation ituu baruu bekas,positive
sukses zaki,positive
tiket com is a good company salute,positive
bagus ukuran tampil acu ukur lokal ukur yg salah representasi ukur lokal,positive
suka banget bukalapak daftar barang lengkap pilih cepat direspon pesan cepat pesan alam belanja bukalapak uang pesan gagal trus fitur nego harga negonya korting dikit thx bukalapak,positive
tiket com bagus,positive
kecewa tipu promo orami bilna order unit barang bayar hubung call center orami diberitahu barang sedia bayar besok pesan cancel alas barang sedia uang refund kerja sabtu minggu libur nasional hitung kecewa,negative
tampil webnya kayak bikin anak smk ajar bikin template udah gitu susaaahh pasang iklan enak olx tampil user mah nyari simpel,negative
barang kirim no pesan private info removed tuju cek no resi jne private info removed barang terima orang nama ade tau ade anggota keluarga tetangga nama ade bingung barang tuju kirim nama terima orang nama terima alamat nya beda nama alamat tanggung blibli kroscek barang tangan kondisi khawatir barang terima orang buka dipake terima barang mohon tindak,negative
saran aja nih balikin aja olx biar penguna gampang erti keras kepala ikutin saran move on terima kasih olx co id,negative
olx sejal olx fitur yg sulit pakai searching area km segingga sayabtdk bs cr area menu enak jf aplikasi belanja ol yg sayavtd pakai kecewa,negative
kali order verifikasi bayar virtual account barang estimasi kirim packing rapi terima kasih,positive
kyak si orange atw bayar atw tnpa kurir,positive
tingkat layan,positive
ngga tau komentar ngga kendala layan lazada buruk buruk komplain barang terima puter doank ngga sampe refund ngga sampe dana nomer resi palsu ngga tracking bener kecewa banget dah,negative
jumat september jam pagi pesan i phone kurir rpx priority package barang alam perdana belanja blibli com puas khusus rincian pesan brang proses ambil kurir mohon perhati biaya kirim mahal embel embel priority slogan,negative
super lelet kirim lazada gak sesuai estimasi live chat batal sampe cs gw live tunggu tdk batal balas gak silah tdk terima beda banget sam zalora bukalapak kirim gak kayak super lelet mentang mentang ngasih biaya gratis kirim kali ya,negative
help me to get a ticket with good price,positive
tanggal desember mmbeli hp zenfone asus nomer mesan hp zenfone coba smuanya normal bln kmudian signal hp dadak hilang sdh coba restart restore hsilnya nihil kmudian bawa center asus nyata phak servis center terima servis hp krn imei tera body hp tidaj masuk dftar dngan barang tersbut black market sya coba servis ditmpat hasil nihil dg sngat kcewa hp nya masuk lemari barang museum dg penuh kecewa utk beli barang lazada nominal standar jt barang black mrket sungguh sgt disayngkan moga korban slnjutnya,negative
barang lengkap murah bayar mudah sayang gratis ongkir indonesia,positive
mantap diskon promonya btw system point blibli beganti ya login ga point sharenya btw jg bikin ulas beli no pesan private info removed point ulas ga ya cek point ga,positive
beli tempered glass kingkong harga rp yg jual dynasty distributor lihat review tanggap postip bel kirim emang cepat packing bagus alangkah kejut kotak tempered glass merek kingkong tampa kaca komplain dynasty distributor beli tanggap x habis tanggap balas komplain sms dynasty distributor sms balas jual barang merka jual otak atik fakta kaca kotak habis dynasty balas sms si jual percaya kaca tempered glass fakta emang beli rugi kasih kotak jual rp solusi,negative
lekat hati masyarakat,positive
great company fast shipping and easy to use for shopping,positive
mantap jiwa mantap soull,positive
suka traveloka mudah urus jalan tiket pesawat hotel bantu,positive
sulit bayar kartu kredit orang milik,negative
pergi engkau lazada indonesia ngabisin uang rakyat kampret coba teman tengok review lazacrot asia lazacrot indonesia review buruk dasar lazanjing toko online haram,negative
cari onderdil mobil harga nya murah toko onderdil kota,positive
it is a great online shopping in asia keep solid and success mataharimall,positive
barang yg beli sesuai packaging blibli rapi informatif barang yg proses,positive
kali beli tiket pesawat atw hotel tiket com kali transaksi beli buka aplikasi online tiket nyata murah harap moga tiket com harga minimal tiket jual tiket online shop syukur murah banding tiket online shop info kena terminal maskapai terbang bandara sulit langgan bandara masuk terminal apaberapa krn cantum voucher tiket tiket com voucher aplikasi tiket online shop cantum nama terminal moga masuk bahan perhati tiket com layan langgan,negative
kemarin sen barang lazada kacau banget pemberitahuan,negative
j,negative
response yg sangatcepat yg murah,positive
blibli nilai plus barang yg jual kompetitif gratis kirim plosok daerah keluh pesan lambat beli smarthphone rumah no order pesan senin agustus harap tanggal agustus rumah butuh barang oh ya konfirmasi bayar harap koreksi langgan kabur setia salam hangat,negative
ongkir gratis packing rapih mantap blibli,positive
admin yg hormat nih blibli com mes hanphone tp bom percaya pesan hanphone tuju selamat kondisi yg percaya handphone harga jt,positive
tampi informatif harga barang toko bagus kalo free ongkir banyakin promo tarik,positive
