Sentence,Label
awal muncul bagus moto ongkir gratis indonesia berat tentu kena ongkir ongkirnya tanggung barang ongkos berat bawah  kg hitung ongkir lazada coba order  buah memori microsd berat paling   kg tp ongkir hitung  kg  barang lagi,negative
refund,negative
paket rapi barang bagus proses cepat,positive
saya uda ngirim uang tp status nya msih verifikasi iya tpi td dpt email jg konfirmasi order tlh terima nyoba konfirmasi tp slh isi no account nya gemna dong,negative
semua pilih produk sedia fast respon fast shipping cs nya kece kece,positive
bagi bukalapak karna mudah urus belanja mohon baik layan lapak kirim pesan konsumen inbox bukalapak mohon cepat tanggap konsumen percaya tida ragu belanja bukalapak bukalapak is the best moga sukses,positive
sekarang blanja barang ajah ebay mudah sekali repot dgn urus pajak ongkir bea cukai dll proses mudah blanja barang dlm negeri dgn pilih bayar yg agam aman tidak khawatir barang sasar tinggal klik bayar tunggu barang rumah,positive
saya order blackberry q tanggal des  dan estimasi tgl jan tadi pagi tlp tt barang saya merchant nya kena musibah bakar tgl  jan kirim jelas cs telp email sampai malam status order tunggu ambil kurir ini kurir jne yg males barang ga merchantnya bakar yg hangus bakar ampe ngirim aja ga bisa nyata usut usut merchantnya dotlime com email jelas bakar parah sih hadehhhhh,positive
aplikasi ribet banyak option wkt x pake jual barang aja cari option jual susah bayar belanja aja susah minimal rb segala dagang sana dikirimin pesan gak responsive,negative
tunggu kece data live support  jam balas barang order dr tgl  desember  desember status tunggu ambil kurir nomor order private info removed mohon solusi blibli com,negative
rugi jual ditoped dana yg tahan toped toped milik data customer jual seller gantung dgn toped website toped error seller gigit jari seller pintar simpan backup data customer gantung marketplace sperti tokopedia kadang cs toped payah abg labil toped bantu ukm koq sisi rugi ukm dngn hambat dana seller moga depan baik toped niat buat jalan mudah,negative
udah sen langsung bayar  hari kemudian malah dibatalin live chat beberapa agent email ga ada tindak juga parah lagi tlpn smp x malah dimatiin tlpnnya kurang ajaaaaaaaaaaaaaaaaarrr sangat burukk,negative
mudah aman apa yg cari insyallah ada smoga depan makin canggih lagi kerjasama kurir kirim lgi kirim barang cepat baik,positive
kenapa sana terima padahal status kirim kirim atas nama suprapto hubung supir padahal sya gak supir gimana kalok begitu sya kecewa tolong kasih solusi,negative
klw produk diakon bayar cod pdhl status uda kirim tp pas tunggu dicancel pihak alas alamat temu sy order lazada tp berkali nyampek live chat dg cs nggak mndptkan jwbn yg muas malah suruh order ulang emang hrg bsa sama apa voucher dibalikin ganti alas alamat temu apa kurir uda usaha hubung beli blm kadang kurir yg nakal suka bayarin order beli yg hrg murah dg sistem cod pokok kecewa berat gak kayak toko belah selalu kasih puas,negative
order id private info removed bayar tanggal  maret   maret  status pesan tunggu ambil kurir sudah minggu lebih lebih tanggal yg janji order tidak konfirmasi apa blibli ini mantabs deh yg belanja sini mudahan barang kirim ya duit layang belanja sini,negative
the best online shop the best product fast respons the best packing faster shipping let s go to the best and winner iprice ecommerce marchant award iema,positive
kecewa dengan lazada saya beli bcare x buah kamera aksi selang  hari sudah rusak alas rusak karna tidak bisa cari wifi untuk ke smartphone padahal saya sudah cek ulang kali ttp saja tidak bisa memang harga tidak terlalu mahal tapi kalau kalian tidak mau layan cara baik mending tidak usah layan dengan harga relatif murah kalau barang nya cacad,negative
untuk website escrow antara bukalapak bilang jalan fungsi baik dengan fitur tawar bukalapak manja beli jual belanja online,positive
kali booking tiket kereta minggu lebaran keluarga belum booking tiket teman fasilitas tiket com mudah nyaman unggul adalah  simpan profil calon tumpang lengkap masuk nomor ktp sulit ingat  pilih kursi kereta mudah pilih kursi pesawat tentu integrasi bca klikpay bayar cepat barangkali booking tiket kereta lebaran sibuk rebut,positive
proses refund tiket garuda via traveloka sangat sangat sangat lamaaaaaaaaaaaaaa bila telpon email jawab copypaste saja politik sudah  kabar sekali proses refund lion air  saja  jam komunikasi traveloka garuda payah masih pake merpati pos kaya sekian terima kasih,negative
saya x jual hp second n cepet tanggap,positive
saya belanja bbrp kali buka lapak nama account kartu kredit beda kemudian kirim email yg salah kartu kredit klarifikasi account blok kemudian bukti yg salah pun email minta buka lapak saya kapok buka lapak saya belanja lazzada tokopedia dll itu,negative
bhineka kenal beda sekarang layan kecewa kirim pesan barang sesuai minta dan refund dana proses sesuai janji ucap alas pokok kecewa beli mohon maaf fakta bukti,negative
saya sdh kali pesan barang buka lapak alhamdulillah cepat tepat,positive
sesal lex,negative
salah kirim barang sen kipas angin stand kirim kipas angin dinding sudah komplain blm respon pdhal barang kado nikah,negative
barang yg order dg yg kirim beda sudah baik respon nya,negative
belum bgt belanja lazada lancaaar bgt mudah konfirmasi cpt brg cpt proses telah ganti trf nya pake virtual account bener kecewa bgt udh trf sms suruh trf eh kmudian batalin trus uang nyangkut deh superbb ribeeeeettt kecewa,negative
saya beli barang di tokopedia sangat bagus proses refundnya cepat belabelit ketika sudah mes barang uang langsung kirim account tokopedia kita tarik uang mudah jika barang konfirmasi tidak kirim dlm jangka uang kembali kirim account kita beli barang uang yg account kita tokopedia sangat percaya,positive
estimasi pesan jumat tanggal  juli  estimasi terima tanggal  juli cepat besok,negative
lokasi iklan ngaco parah ganggu warga rentan aman lingkung,negative
pada oktober  mes sepatu futsal nike mercurial pesan  kemudian awal ragu vip plaza diskon besar barang terima original cacat belanja vip plaza nyaman aman biaya tambah ongkir produk tawar agam kualitas jamin terima kasih vip plaza,positive
tanggal  oktober  beli iphone s blibli com tanggal  check status pesan ubah tunggu ambil kurir saya tunggu tgl  status ganti tunggu ambil kurir saya cs blibli com kirim barang ambil kurir jg tanggal  oktober  namun tunggu tgl  oktober blm update status mesan sm tunggu ambil kurir saya tlpn chat cs blg beda yah yg chat blg pesan sdh ambil kemarin tgl  oktober  kurir trs yg tlpn ambil utk kirim harap sabar tunggu yg bener yg sudah ambil utk kirim kurir tunggu kurir itu kurir keliling dunia sudah minggu lama bgt proses saya asa php sm blibli com layan lambat padahal dulu kali belanja kirim cepat  sdh knp bgt out of stock kah atau sm merchantnya tolong dong php kasih informasi akurat kalau kapok ga lg belanja blibli com,negative
beli cicil  bayar penuh ya,positive
mahal euy,negative
sungguh senang beli tiket tiket com pakai aplikasi indonesia flight simple mudah harga murah lain sukses tiket com jaga tingkat kualitas layan langgan regard,positive
puas belanja kali kali cicil  lancar jaya brroooo suskses,positive
langgan deh belanja bukalapak selalu harga yg lbih miring toko belah apa yg qt butuh jg sini jadi ga repot capek belanja tx bukalapak,positive
saya kali belanja blibli langsung kecewa layan yg ngga jelas saya suka fitur estimasi blibli utk datang barang fitur palsu telah estimasi lalu barang kunjung kirim status blibli proses mesan aku blibli ada barang saya heran kalo barang ngga stock nya tulis habis blibli fitur itu guna kecewa lagi komplain live chat x janji aja update informasi gudang email email kunjung beri saya komplain call center utk update informasi gudang janji palsu blibli update email kirim akhir batal mesan muak janji palsu blibli sangat kecewa respon call center nya yg batal solusi yg tawar utk mesan layan mudah batal mesan butuh langgan,negative
percaya keluh langgan tangan,positive
best marketware in indonesia great response and feedback from customer service,positive
ga repot ngantri,positive
udah  minggu barang nya blm dateng juga,negative
saya order  barang  seller blibli no pesan private info removed bayar tanggal feb  order selesai proses seller tanggal  februari status tunggu ambil kurir karena tanggal  feb kirim kontak csnya lumayan responsif cs memberitahu pesan msh proses mercant kirim lambat tgl feb tapi bukti malam  feb status sama tunggu ambil kurir kurir tinggal angkasa minggu gak ambil barang tau pilih belanja belanja online biarpun bayar ongkir yang barang sampai yang jengkel beli tuk pakai tanggal feb niat urung tolong manajemen baik websitenya ok kirim parah banget,negative
thanks guys,positive
tanggal  july order tanggal  barang delivery time ok in ranges scope yg info cek produk hang booting langsung proses kembali produk konfirmasi tggal  july kembali nomor pesan  nomor tiket casemgmt hubung jelang off nya courier service tggal  july langsung produk hang nya konfirmasi barang terima customer resolution proses  july libur lebaran tanggal  ini titik info barang balik terima merchant kirim saya hubung cs by live chat bnyak lapor merchant info follow up label urgent ttp hasil follow up nya tiap tunggu kabar update nya jawab follow up follow up,negative
olx,negative
bagus trustedcompany mediator langgan bisnis online khalayak luas tau bisnis online percaya dgn bisnis online abal abai penting puas langgan mudah nila tinggal compair aja langgan puas langgan puas kecewa situs belanja online tsb dominan mana saya kali kecewa bhinneka com duanya belanja pakai voucher kupon duanya tolak alas klasik barang sedia aneh lucu barang etalase kaget direfund kembali dana susut signifikan alaaamaaak seperti bhinneka com layak bintang bintang warna merah belakang bintang kuning pilih bintang merah,negative
saya pesan baju zalora skrg  lacak pesan emas barang saya kali mes baju zalora karena layan kirim nya lama moga sampai makan  minggu,negative
lebih pesan tiket com pesan mepet berangkat harga mesan paut beli stasiun cepat,positive
it s nice having the ability to buy the ticket online but not when the mobile site loops you around for over an hour for a five mute transaction,negative
jangan belanja di lazada karena akan tambah masalah hidup dan stress apalagi kalau belanja jumlah besar jangaaaaan saya saran jangan tidak ada pasti kapan barang datang after sales support nya sangat jelek dan tidak ada koordinasi emosi dan naik pitam kalau hadap dengan customer support dari lazada lama sekali laku refund benar mimpi buruk,negative
new olx ribet,negative
barang kosong gak pemberitahuan gilir nanya bilang barang gak ada uang kembali kali sabar cs bilang kembali cek rekening masuk dasar tipu gw kasih tau ya nyoba belanja sini mending lo belanja zalora dasar vip tai,negative
layan baik,positive
no is ok,positive
saya suka belanja blibli layan service top khusus belanja online,positive
mohon bantu transaksi blibli com cicil atm bri master card tetapi halaman eror padahal sdh masuk data lengkap bolak mohon info makasih,negative
saya langgan setia traveloka ini kecewa reschedule refund tiket salah pilih tanggal berangkat karena  berangkat informasi tulis form refund kena biaya potong  basic fare harga tiket beli tera receipt traveloka saya cs refund tiket kena  beli tiket iya gantung maskapai saya maskapai  tambah refund urus traveloka kena biaya tambah  rb lagi lalu konfirmasi cs traveloka demikian kata biaya refund gantung maskapai lalu biaya sembunyi refund kata ada putus refund tiket rugi banding reschedule beli tiket baru tadi sore email dana refund betapa puas saya uda jatuh timpa tangga lagi diberitahukan nilai sesuai bicara traveloka potong  harga tiket beli harga agen maskapai traveloka info cs ulang kali misal receipt hrg tiket  rb tiba traveloka harga tiket agen  rb jadi  potong   potong  blm biaya tambah lain jadi rugi rugi tipu apa alas memberitahukan prosedur langgan tarif ubah jadi traveloka komisi masuk kantong keluar traveloka komisi beli tiket baru saya harap jadi kawan lain harga maskapai selisih  rb harga traveloka refund basic fare ubah mulai ini pilih beli tiket maskapai langsung cukup traveloka profesional bertanggungjawab percaya eka r,negative
apa bukalapak kurang upload foto barang jika dicrop lapak tentu cropannya instagram,positive
layan customer servis muas belit belit selesai masalah langgan moga tingkat ramah tamah layan langgan,positive
paking rapi kirim standart yang barang,positive
tampil olx yg mudah review iklannya lebih kembali spt model lama,negative
saya customer blibli no pesan  tanggal  aug  pk   pesan langsung sy bayar via sms banking langsung konfirmasi bayar juga lama verifikasi bayar  jam jam   esok hari barang pesan proses nunggu ambil kurir lot banget di toko verifikasi bayar konfirmasi bayar bbrp jam jam sama barang kirim order pagi hari mohon proses pesan cepat,negative
mau bangkrut dan tinggal langgan soal isueisue ada kompetitor yang akan nyaingi olx dengan tampil seperti tokobagus dan niaga tunggu saja ayo kita tinggal olx semrawut,negative
mahallll,negative
tiket com tawar sarana pergi mana fasilitas ticketing nya hal senang guna cc keikutsertaan si milik kartu trima kasih tiket com senantiasa sukses barokah,positive
the apps is excelent easy to use but sometimes the price is much hier than the other apps what i like from ticket is i could get any ticket needed no lagging,positive
saya rupa langgan lazada  akhir order kirim barang yg sekali pesan selesai verifikasi bayar selama hari baru teman yg bantu beli barang yg lazada verifikasi  x  jam  x  jam semenjak verifikasi bayar selesai blm informasi barang kirim pada beli buka lapak  jam aja udh terima verifikasi terima uang terus sana refund konfirm refund uang sdh saldo dompet kita transfer rekening kita  jam uang masuk rp   jt,negative
aman langgan pilih lapak favourite mu barang asli stock  ready rekomendasi badge logo lapak bukapak is trusted  satisfied,positive
cepat tangap layan tahan tingkat barang barang kal oem selain negri maksud,positive
lama belanja b l alhamdulillah lancar jaya tidak perlu takut uang ga kembali jamin uang  lohh semangat b l tetap jaya we trust we bought,positive
im also happy if buy something at mataharimall cause i can get special price with best quality here love u matahari mall,positive
nyoba bayar cicil  bagi verifikasi visa eror ya jadi pesan batal,negative
mesan tiket sukses cepat mudah guna media bayar bantu bravo tiket com,positive
nomer order private info removed pesan tgl  juli  estimasi barang  agustus status barang smpai tunggu jemput kurir bagainana barang tsb terima ini klo sdh minggu baramg kirim sy berkali telp blibli salah merchant dr merchant barang sdh tgl  baik kirim nya klo bgini beli yg kabur jangan bikin iklan doang dimana tp sistem baik lama sy belanja portal online telat hari barang sdh terima,negative
saya rencana beli oppo fs rose ragu barang kirim sesuai pesan rekomendasi seller percaya min dan kirim kota aman karna lihat standar kirim jne reguler terima kasih,positive
awal pesan barang dilazada  cakap via koment fb ambil chat ahir cs info detail email tanggal  desember    wib silah cek inbox spam junk email kamu terima kasih sagita isi email kami informasi dasar konfirmasi jasa kirim pesan bapak ibu norma no pesan  hasil terima isi balas komen fb tu email yg kirim terima barang nama siapa pake kurir apa barang blm alamat tuju tolong upload tanda terima kalau terima alamat yg tuju telah balas mohon maaf belum menindaklanjuti sebut mohon tunggu kembang raras inti lazada tukang tipu tidak tanggung jawab cuma janji,negative
terus promo harga murah,positive
layan info cepat system bayar ok,positive
kualitas layan respon cepat promo kirim cepat packing aman untuk produk harap banyak krrna batas,positive
layan an cepaaaat maaaaaaantaaaap,positive
belanja hemat murah aman metode bayar gratis ongkos kirim kirim cepat,positive
untuk pergi traveloka sangan mudah cari referensi lain,positive
fast respon,positive
kenapa beli alat elektronik rumah tangga harga ongkirnya mahal banding harga diskon besaran kalo ongkirnya kalo emang gak niat diskon gausah,negative
blibli com mantap kirim cepat gratis bisa cicil,positive
buang tunggu barang pesan kembali uang pesan gagal proses,negative
toko online buruk yg sy temu masalah sepele sy beli barang toko the g corner brg yg sya terima rusak semua sama tdk pakai dan brgnya rusak krna salah jne tp cacat rusak pabrik namun licik jual memacking dgn rapi biar dicomplaint dalih sdh packing rapi salah jne aneh lg sdh sy tunjuk bukti tp sy yg suruh tokopedia utk lapor email telpon jne seperti tai jne susah hubung kalau beda dg beli toko online biasa benar kecewa karena buka rahasia lg tokopedia bela toko yg gold merchant dan tdk lindung utk buyer yg terima brg rusak akibat dr ulah jual nakal the g corner be smart buyer memang hrga jual tokpedia murah giur utk beli tp masuk pusat resolusi tau gimana buruk tokopedia,negative
selalu update yg dingin,positive
saya pesan brg dng nmr order private info removed tgl  juli  estimasi kirim tgl  sd  juli  status kirim terus blibli hubung utk tawar reschedule kirim tgl  juli  janji brg yg kirim dng spek yg bagus yg pesan kmd tuju reschedule tsb tekan brg pesan terima tgl  juli  dr blibli brg terima tgl juli  nyata skrg brg blm terima sdh bolak tlp cs sdh bingung ngomong,negative
belanja  kali dua tapi status terima mantap,negative
blibli com lot,negative
seperti vip plaza kurang pegawai karena barang website gak sinkron kalau oos bilang dari dong gak capek capek transfer ngeemail cs mastik status pesan kita dan ujung ujung pesan batal karena gak stok gak tau deh refund nya kapan,negative
pesan cepat proses bayar verifikasi bayar cepat utk barangnya lumayan oke puas pokok,positive
belum belenja lazada namun pd  juli pesan parfum firts logistics kurir barang notifikasi barang kirim sudah komplain live chat email telepon realisasi kembali uang jadi saya harap lazada tanggung konsumennnya uang idr   kecil bila ratus orang sama lazada makan duit haram rampok langgan perintah turun tangan awas jual online nakal lazada ini,negative
easy to look up easy to pay easy to confirm good products better if cheaper to compete with others,positive
bayar via cicil kartu kredit website error telah telp cs website maintenance konfirmasi bca transaksi hasil tunggu tagih merchant blibli pagi kaget status pesan blibli batal payment expired hubung cs via telp konfirmasi finance siang tunggu klarifikasi blibli karena salah blibli website error bayar,negative
bli barang blibli tgl  sept tgl  september barang kunjung tiba barang beli gak sich alam beli online proses cepat sekali bener bener kecewa beli blibli ridak beli blibli lagi gak da progres nya kemarin tunggu ambil kurir masak sich lama wah payah dech x mending beli,negative
kami kali belanja bukalapak muas layan sabgat kooperatif moga maju tahan muas,positive
pokoke belanja shop ol yg ni buruk layan n gk prof gw jd tumbal sampe proses refund duit mesti pke ngancam laporin polisi cyber crime itu ampir bulan kembali tp pke motong sini smua serba gk jls shop ol yg nama vip plaza ni jgn yg jd korban jg very very bad vip plaza,negative
ngelihat kecewa traveloka jd takut mesan tiket sana pdhl udah giur sih harga tapi liat review nya pd kyk kecewa gt gajadi deh p,negative
bayar rumah lbih d mudah lg barang,positive
tolong kembali versi,negative
kirim cepat packing rapi percaya,positive
jujur senang belanja online produk bentuk kategori susun rapi blibli com belanja online untuk orang sabar buru pasti cerdas baca syarat tentu website belanja online pun,positive
sampai barang apple iphone s  gb rose gold no pesan private info removed terima ikut kronologi  mesan laku tanggal  juni  sampai tanggal  juli  barang terima padahal kirim jakarta cibubur memang estimasi kirim  jun  to  jul   minggu lama akan barang kirim tanggal  juni  ref to status pesan selain barang say abutuhkan hadiah mudik  tanggal  juni tanggal  juni telepon customer care info nomor kirim info tanggal  sore barang kirim via jne  saya kece system jne nomor kirim temu  tanggal  juni  hubung jne kaget barang kirim jne tanggal  juni  cs blibli barang kirim tanggal  juni sore saya kece website jne temu barang kirim tanggal  juni tanggal  juni spontan tipu  saya telepon customer care kali concerns difollow up cs jne informasi terima hubung jne blibli merchant bantu progress kirim barang padahal telepon cs blibli kali info blibli hubung jne  selain tawar cs blibli langsung ambil barang kantor jne nya langsung namun barang ditrack mana posisi pada tanggal  juni  airway bill diissue tawar kirim yes biaya sepenuh tanggung respons cs blibli cs blibli info kembali tidak tindak nyata kait opsi sebut moga layan goods delivery customer care tingkat ajar semua terima kasih,negative
tolong hitung ongkir tik baik karena sdh kali tolak pesan barang berat  kilo hitung  kilo salah hitung ongkir kpn baik krna mash jadi rugi reputasi buruk tolak pesan salah bukalapak sndri tepokjidat,negative
saya user an suka sistem tokopedia lapak dalam ajak diskusi namun gak suka komplain user tagan lama bisa hari masalah sistem saldo topup lambat masuk hari hari keluh langgan cepat respon lambat resolusi dahulu tokopedia top atas angin namun downgrade masa reputasi turun kecewa respon resolusi user hari hari,negative
nyaman brrbelanja blibli keluh cs hubung via telp email balas cs keluh pesan dg no pesan barang private info removed yg sy pesan november  kunjung tiba komplain email tanggap ulang kali kirim email balas kesini layan blibli parah kecewa proses tunggu ambil kurir proses barang tiba barang kirim jne barang yg yg lewat batas estimasi kupon cashback  dg pecah   tdak guna dg blibli parah,negative
blanja online  percaya,positive
laku barang konsumen baik lempar yaaa maklum krn tugas capek letih ya kontrol dg baik tks,positive
saya pesan tanggal  agustus no order  sampe juga hubung jumat kemarin janji telat sampai senin tanggal  agustus saya hubung kirim pas telfon rpxnya no resi daftar gimanasih kecewa banget udah janji bohong bikin gondok,negative
tolong bijak retur baik lagi salah lapak beban tanggung ongkir retur jelas salah lapak teliti kirim barang tolong profesional lapak juga salah kirim product,negative
fast trusted heap,positive
pas terima barang dr lazada neng bgt hari nyampe bayar tempat pula harga diskon murmer lah tp minggu lhah barang ga bs dipake rusak kecewa deh trus pasang review produk q yg q beli dodawa hand blender aneh ya reviewnya bagus semua gilir reviewku yg kecewa dg produk ga muncul yach drpd stres iklasin aja deh alam jd simpul sndri kalo barang diskon lazada adlh barang rejeck,negative
traveloka harga yah jujur lalu murah jangkau poko harga jujur traveloka saja so far good traveloka,positive
easy shopping and quick delivery,positive
halo blibli tgl  des  order helm ava k falcon buy  get free ava k no order private info removed estimasi  des   jan  dalam status pesan no resi tunggu ambil kurir kirim jne reguler telah private info removed e mail masuk pesan kirim firstlogistik co id resi  estimasi  jan  yang bagaimana,negative
layan tara kaki lengkap packaging ada,negative
ketika website resmi pt kai jadwal berangkat yg sold tiket com temu jadwal yg sesuai sangat muas,positive
baikbaik saja buruk belanja sini  kirim langsung cancel bilang trader reseller cs komunikatif layan buruk parah lagi tiap refund potong    nya masuk kantong blanja com udah gitu utk transaksi hanya ada bank permata websitenya buruk applikasi buruk pilih barang sedikit semua benar benar buruk,negative
biaya transaksi utama bayar dgn kartu kredit hilang bagus,positive
olx kacawww dari sisi performance fitur cari sangaaaaaat buruk kembali fitur cari yang lama,negative
sangat mudah mesan bayar akan bagus convenience fee bayar kartu kredit hilang,positive
good enough,positive
pertama ga belanja tp nekat n hasil sesuai harap udah gitu pas promo harga standard kualitas benar original top deh pokok selain respon csnya n jasa kirim top banget deh recomended vip plaza thanks,positive
good online store,positive
apakah aman belanja blibli com saya niat beli iphone s takut ori refurbish apakah jamin saya jg bingung garansi internasional dr negara iphone nya dan niat beli max cellular terima kasih,positive
order status dipendingnya bangetttttttttt bayar online pakai kartu kredit,negative
sekarang serba susah bagus yg fersi dulu bisa cari ana aja skarang yg sekitar kita gak no tlp nya gk responsif balikin fersi yg dulu dlu guna olx sejati sekarang malas,negative
walau beli  blibli jamin barang aman konsumen sayang bom diskon kode nya,positive
min yg komplain balas ragu beli vipplaza bayar beli nike bayar tempat,negative
sangat kecewa mes barang september tiba terima notifikasi lazada barang terima saya mes  barang barang terima terima notifikasi barang terima waktu konfirmasi email langsung tanggap konfirmasi ulang live chat tanggap suruh tunggu  november  november barang terima konfirmasi ulang suruh tunggu  desember bukan ecek pesan ada barang suruh konsumen tunggu tunggu kalau  blm sampai mngkn disiruh tunggu,negative
toko online ngak pakai nominal unik bayar transaksi otomatis verifikasi bukalapak pakai nominal unik nominal unik tampung mana apa,negative
mungkin surprise langgan setia tiket com member jenis,positive
cari lokasi ribet tampil ya jg bikin sakit mata,negative
bukalapak  aman komplit gw banget,positive
awal bingung cari kado ulang teman browsing ketemu salah produk lazada singkat cerita tanggal  oktober  order langsung verifikasi via transfer bang juga konfirmasi sukses lapor barang terima    kerja lokasi bekas hari status periksa proses loh telat kado kalo proses hubunggi cs via email live chat suruh tunggu  kerja ya tunggu kecewa   minggu cek proses saya hubunggi cs suruh tunggu    kerja tanggal  oktober  barang terima status kirim tereset tanggal  oktober  status kirim informasi terang no order saya haduh toko online ya barang yg pesan informasnya gak tahu kesel dongkol malu suruh nunggu live chat cs nawarin refund loh kemarib mana aja bukan nominal bos udah janji yg beliin barang kalo stock kosong suplier gak tolong diupdate kecewa layan lazada kalah tokok online abal abal,negative
saya pesan kipas angin aja nggak kunjung datang barang kirim negeri memang indonesia gak ada pake resi palsu lah parah status barang terima anjing bener iya sih terima beli lg lain terima pesan pegawai lazada yg lg butuh kipas angin ya sudah ambil uang nikmat tdk lgi belanja lazada lama,negative
jual abal  abal,negative
abdul karim  tahun jakarta barat tinggal karawang timur wiraswasta,positive
mudah bahagia,positive
order handphone tanggal  juli transfer via atm kirim gratis barang kirim jelas standard kirim       barang sampai kecewa udah  minggu nunggu barang,negative
sistem aman percaya,positive
mantapp,positive
puas barang bagus harga oke,positive
fast service and good stuff,positive
saya minat harga camera sjcam yg tawar lazada tapi komentar beli ragu ragu takut mohon lazada konfirmasi komentar keluh konsumen,negative
sangat bantu cari tiket pesawat hotel tiket com sedia sewa mobil jadi booking perlu traveling  website appsnya keren cepat juga makan memori,positive
methode transfer ga d select via aplikasi blibli iphone mhon solusi tq,negative
pada jum at tanggal  des  mes samsung galaxy j nomor pesan private info removed namun ini  des  status pesan proses padahal barang sedia kirim blibli com saya telepon cs pesan kirim suruh tunggu mohon blibli baik layan ada barang kirim dan teman suka shopping online cari online shop layan cepat blibli,negative
mohon klau tdk utk online sistem mohon baik sgera hubngi pelannggan yg sangkut karena sy psan konfirmasi vip sya sngat kecewa,negative
tahan kualitas baik service langgan,positive
selalu puas belanja blibli kirim cepat tambah fasilitas kontak langsung seller diskusi sellernya,positive
mekanisme refund dana lazadaid buruk cs pake template curiga cs pake bot program,negative
saya mes via traveloka urus kantor domenique hotel purwokerto tgl  oktober  situs bilang free refund n cancellation tp terbit voucher non refundable yang nama urus bisnis tau pending pas tlp cs direfund saya pesan traveloka rekomendasi kolega rekan bisnis pesan sini cukup sini bye traveloka,negative
saya preorder wireless speaker jbl kirim tgl  november  nomor order private info removed nyata email konfirmasi barang ready tunggu tgl  november  akhir telp cs blibli merefund dana seller sesuai janji dan sekarang pesan batal cs blibli dicancel tidak dia suruh tunggu  kerja dicancel tidak dan tunggu  kerja direfund butuh  putus dicancel krn jelas seller tepat janji karena kamis butuh  dicancel lg proses refund dana,negative
situs belanja online aman,positive
sedia sekala perlu keluarga diskon harga jangkau bayar mudah kirim cepat respon cs sigap tanggap konsumen jadi muslimmarket com pilih utama keluarga,positive
udah nunggu eh pesan tolak alas,negative
moga lagi,positive
setia olx promo bayar transaksi tp baru transaksi  kurang drastis kadang  kayak gni bsa gulung tikar saya tp untung marketplace yg lbh friendly bye bye olx,negative
good online system more expectation,positive
booking hotel and concert tiket are very east with tiket com,positive
trf cancel lazada blg uang direfund minggu uang blm direfund lazada kaan uang direfund lazada pesan dalam proses kirim benar rugi refund barang kasih,negative
dari sekian online shop jajal blibli com bikin puas kenapa karena packing nya aman metode bayar komplit free ongkos kirim benar bikin buyer puas moga blibli com online shop no,positive
banyak pilih produk discount murah banding beli toko online shopping lain saya pikir produk produk lama dicheck toko produk jual harga normal begitu dicheck online shopping lain produk pilih jual harga normal pilih langsung beli vip plaza untung size ada well done,positive
the most easiest booking application for travel planning,positive
big and great online shopping in idonesia extended first quality goods we can searching all that we want with easier and we will guided by very kind customer services in live chat and more importanly safe and trustworthy payment i love mataharimall com,positive
mohon agar proses ganti barang saya yang rusak dapat segera selesai no kembali casemgmt barang sudah terima oleh staff customer resolution an ucu nurlaela pada senin  maret  kirim an aline jimmy pt tokio marine life insurance plaza bapindo city bank tower lantai  jl jend sudirman kav    jakarta proses ini sudah jalan hampir  minggu tetapi saya tidak dapat konfirmasi apa malah informasi yang saya terima dari agent live chat barang belum terima email saya yang tuju ke customer service pun tidak pernah tanggap mohon etikat baik,negative
di bukalapak harga saing barang murah bukalapak admin very helpfull keep it up,positive
siip,positive
sini belanja smartphone sini gampang bayar,positive
untuk yg cicil bayar via apa dan bank aja yg sm blibli sistem cicil,negative
saya beli jual via tokopedia yang review saldo tokopedia barang terima konfirmasi beli tokopedia sulit dana masuk saldo jual untuk bicara langsung cs susah angkat sibuk sementara cs template dicopy paste ulang ulang solusi saya service bagus tokopedia operasi lagi karena rugi solusi respond cepat,negative
mataharimall ecommerce baik ada barang sesuai ulas produk produk kualitas packing rapi kirim cepat,positive
biasa aja dgn online shop yg ada buruk kembali dana order yg batas kirim molor dri yg tentu buka lapak dan contak adu admin buka lapak jadi tolong biasa jgn tulis batas kembali yg sesuai tulis kembali dana   tpi brg bru kirim   tanggal yg ga masuk akal,negative
agam pilih barang sedia tarik perhati,positive
transfer dri tanggal    sampe skrang udh tgal  jga nyampe lamaa bgt sih,negative
saya mesan cc transaksi gagal tidak ada pemberitahuan by email karena barang pesan kunjung sampai,negative
belanja bukalapak aman banget pokok ga rugi deh,positive
so good,positive
belanja blibli com salah pilih barang reques refund full kartu jawab tidak bisa kembali voucher guna voucher lebih nominal nama paksa belanja belanja lazada proses refund proses lazada cepat voucher kecewa blibli com belanja blibil com rekomendasi kenal keluarga blibli com transaksi blibli com ingat hati dasar respon blibli com paksa lanjut pesan tawar refund voucher harus kembali dana kartu kredit ya sudah anggap sial ajar,negative
saya tau layan blibli com,negative
jauh lumayan bagus banyak  promosi lapak,positive
mataharimall is most popular and famous commerce in indonesia i hope mataharimall is a good ecommerce in asia go mataharimall,positive
untuk kirim barang sgt cepat barang dgn selamat cacat tp yg sy beli kosmetik dan pas banding yg asli ad beda barang palsu apakah blibli com merefund barang yg sy kembali,negative
great,positive
ini designer webnya mabuk bagaimana kok bikin website bagus ngga gin sekarang susah hubung jual pakai chat internal olx belum search by location mati kenapa filter kota dulu putus bodoh managemen olx rubah tampil,negative
pesan sesuai promo tayang,positive
baru gagal buruk uninstall done,negative
app olx yg gak nomor hp jual,negative
